Masked	Next masked
var34.fit 	var34.summary 
var34.summary 	var34.load_weights 
var34.load_weights 	var34.fit 
var34.fit 	var34.load_weights 
var34.load_weights 	var39=var34.predict 
var64.compile 	var65.summary 
var65.summary 	var65.fit 
var65.fit 	var67.summary var21=numpy.unique var68=var67.predict var69=var67.predict var70=var67.predict 
var28.compile 	var29.fit 
var29.fit 	var30=pandas.read_csv var31=var15.texts_to_sequences 
var26=torch.optim.Adam 	var30=numpy.empty var31=numpy.empty var25.train var26.zero_grad var37.backward var26.step var30=numpy.concatenate var31=numpy.concatenate var25.eval var38=numpy.empty var39=numpy.empty var38=numpy.concatenate var39=numpy.concatenate 
var20.add_embedding var20.add_conv1d var20.add_maxpooling1d var20.add_conv1d var20.add_maxpooling1d var20.add_conv1d var20.add_maxpooling1d var20.add_flatten var20.add_dense var20.add_dense var20.compile 	var20.compile 
var20.compile 	var20.compile 
var20.fit 	var40=pandas.read_csv 
var42=var20.predict 	var43=var43.reshape 
var11.fit 	var27=var11.predict 
var29.compile var30=var29.fit 	var31=var29.predict 
var33.compile var30=var33.fit 	var34=var33.predict 
var16.add_bidirectional var16.add_bidirectional var16.add_bidirectional var16.add_dense var16.compile 	var16.fit_generator 
var16.fit_generator 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
import_keras.backend var34.compile var35=var34.fit var36=keras.backend.mean var37=keras.backend.std 	matplotlib.pyplot.show 
var33=var9.texts_to_sequences var35=var34.fit 	matplotlib.pyplot.show var38=var34.predict var38=var38.astype 
var30.add_embedding 	var30.add_gru 
var30.add_gru 	var30.add_gru 
var30.add_gru 	var30.add_dense 
var30.compile 	var30.summary 
var30.summary 	var30.fit 
var30.fit 	var33=var30.predict var34=pandas.DataFrame var34.to_csv 
var5=var5.permute var5=torch.nn.functional.softmax var8=var8.permute 	var16=pandas.read_csv var17=pandas.read_csv var42=torch.optim.Adam var43=pandas.read_csv var44=pandas.DataFrame var44.to_csv var19.update var19.update var0=var0.transpose var54.set_description var64=var64.numpy var42.zero_grad var65.backward var42.step var54.set_postfix var68=var58.get 
var44.compile 	var44.fit 
var44.fit 	var43=var44.predict 
var46.compile 	var46.fit 
var46.fit 	var47=var46.predict var48=numpy.round 
var37=var36.fit 	var38=numpy.arange var27=var36.predict 
var16.fit_generator 	var19.extend iloc 
import_keras.backend var36.compile var37=var36.fit var38=keras.backend.mean var39=keras.backend.std 	matplotlib.pyplot.show 
var35=var9.texts_to_sequences var37=var36.fit 	matplotlib.pyplot.show var40=var36.predict var40=var40.astype 
import_numpy import_torch 	import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var27=numpy.array var25=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var27=numpy.array var26=numpy.array var18.zero_grad var23.append_4 var39.backward var18.step var28.append_5 var24.append_6 var30.append_7 
var26=keras.Sequential var26.add var26.add var26.add var26.add var26.add var26.add var26.compile 	var27=var26.fit 
var27=var26.fit 	var28=var26.predict 
var37=keras.Sequential var37.add var37.add var37.add var37.add var37.add var37.add var37.compile var37.summary 	var27=var37.fit 
var27=var37.fit 	var38=var37.predict 
import_keras.backend var26=keras.Adam var34.compile var36=var34.fit var29.append_0 var32.append_1 var40=keras.backend.sum var41=keras.backend.sum var40=keras.backend.sum var42=keras.backend.sum 	matplotlib.pyplot.show 
var36=var34.fit 	matplotlib.pyplot.show var43=var34.predict var43=var43.astype 
var31.fit 	var40=var31.predict var41=numpy.round 
var42=var31.predict 	var44=pandas.DataFrame var44.to_csv 
var14=numpy.stack shape var20.compile var20.summary var21=var13.get 	var20.fit 
var20.fit 	var22=var20.predict var24=numpy.round var23.append_0 
var25=var20.predict 	import_gc 
var20.fit 	var26=var20.predict var24=numpy.round var27.append_0 
var20.fit 	var29=var20.predict var24=numpy.round var30.append_0 
var31=var20.predict 	import_gc 
import_torch import_torch.nn import_torch.nn.functional import_torchtext import_nltk import_time import_numpy 	var10=var10.transpose var15=var15.to var15=var15.to var15.eval var24=numpy.concatenate var25=numpy.concatenate var15=var15.to var15.eval var25=numpy.concatenate var11.append_0 var15.train var16.init_epoch var35=var15.loss var35.backward var20.append_1 var21.append_2 var31.append_3 var30.append_4 var31.append_5 var23=var34.test 
var29.compile var29.summary 	var29.fit 
var29.compile 	var29.fit 
var34.compile var34.fit var35=var34.predict var36=var34.predict 	import_gc var13.append_0 var38.append_1 
var34.add_dense var34.add_dense var34.add_dense var34.compile var34.fit var35=var34.predict 	var42=numpy.argmax 
var48.compile var49.summary 	var49.fit 
var49.fit 	var50=var49.predict var51.sort var53=numpy.round var51.append_0 
var17.compile 	var17.fit var25=var17.predict var28=numpy.round 
var30=var17.predict 	var32=pandas.DataFrame var32.to_csv 
import_keras.backend var25=keras.Adam var34.compile var36=var34.fit var39=keras.backend.sum var40=keras.backend.sum var39=keras.backend.sum var41=keras.backend.sum 	matplotlib.pyplot.show 
var36=var34.fit 	matplotlib.pyplot.show var42=var34.predict var42=var42.astype 
var22.fit 	var30=var22.predict var31=numpy.round 
var21.fit 	var22=var21.predict var23=numpy.round 
var24=var21.predict 	var26=pandas.DataFrame var26.to_csv 
var23.add_embedding var23.add_bidirectional var23.add_bidirectional var23.add_attention var23.add_dense var23.add_dense var23.compile 	var23.fit 
import_torch import_torch.nn import_torch.nn.functional import_torchtext import_nltk import_time import_numpy 	var27=var27.to var27=var27.to var27.eval var36=numpy.concatenate var37=numpy.concatenate var27=var27.to var27.eval var37=numpy.concatenate var27.train var28.init_epoch var46=var27.loss var46.backward var32.append_0 var33.append_1 var43.append_2 var42.append_3 var43.append_4 var35=var45.test 
import_numpy import_torch 	import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var28=numpy.array var26=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var28=numpy.array var27=numpy.array var37=var36.reshape var34=var34.permute var18.zero_grad var24.append_4 var48.backward var18.step var23.append_5 var29.append_6 var38.append_7 var25.append_8 var31.append_9 
var15.load_state_dict 	matplotlib.pyplot.legend matplotlib.pyplot.show var51=numpy.array var28=numpy.array var15.eval 
var27.fit 	pandas.DataFrame 
var36=var31.fit_generator 	var31.load_weights 
var31.load_weights 	import_matplotlib.pyplot 
var39=var37.fit 	matplotlib.pyplot.show var52=var37.predict var52=var52.astype 
var28.add_bidirectional var28.add_bidirectional var28.add_dense var28.compile 	var28.fit_generator 
var47.fit 	var48=var47.predict var52=numpy.round 
var28.compile 	var28.fit 
var26.add_embedding var26.add_bidirectional var26.add_bidirectional var26.add_attention var26.add_dense var26.add_dropout var26.add_dense var26.compile 	var26.fit 
var26.fit 	var26.evaluate 
var26.evaluate 	var27=var26.predict 
var27=var26.predict 	var28=var26.predict 
var33.compile 	import_gc 
var35.summary var41=var35.fit var35.save 	var42=var35.predict var43.sort var45=var35.predict var46=numpy.round var43.append_0 
import_torch import_torch.nn import_torch.nn.functional import_torchtext import_nltk import_time import_numpy 	var8=torch.nn.functional.softmax var8=torch.nn.functional.softmax var31=var31.to var31=var31.to var31.eval var40=numpy.concatenate var41=numpy.concatenate var31=var31.to var31.eval var41=numpy.concatenate var9=var9.unsqueeze var31.train var32.init_epoch var50=var31.loss var50.backward var36.append_0 var37.append_1 var47.append_2 var46.append_3 var47.append_4 var39=var49.test 
import_numpy import_torch 	import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var28=numpy.array var26=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var28=numpy.array var27=numpy.array var34=var34.permute var18.zero_grad var24.append_4 var41.backward var18.step var23.append_5 var29.append_6 var35.append_7 var25.append_8 var31.append_9 
import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var28=numpy.array var26=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var28=numpy.array var27=numpy.array var34=var34.permute var18.zero_grad var24.append_4 var41.backward var18.step var23.append_5 var29.append_6 var35.append_7 var25.append_8 var31.append_9 	var15.load_state_dict 
var15.load_state_dict 	matplotlib.pyplot.legend matplotlib.pyplot.show var44=numpy.array var28=numpy.array var15.eval 
var26.compile 	var27=var26.predict var26.fit var28=var26.predict var31=numpy.round 
var25.compile 	var25.fit_generator 
var25.fit_generator 	var27=pandas.read_csv var28.extend iloc var14=numpy.array 
var57=numpy.zeros var44=numpy.zeros var63.cuda 	var2.to_csv 
var13=numpy.stack shape var19.compile var20=var12.get 	var19.fit 
var19.fit 	var21=var19.predict var22=numpy.round 
var23=var19.predict 	import_gc 
var19.fit 	var24=var19.predict var22=numpy.round 
var25=var19.predict 	import_gc 
var19.fit 	var26=var19.predict var22=numpy.round 
var27=var19.predict 	import_gc 
var16.add_embedding var16.add_bidirectional var16.add_globalmaxpool1d var16.add_dropout var16.add_dense var16.add_dropout var16.add_dense var16.compile 	var16.summary 
var16.summary 	var17=var16.fit 
import_keras.backend var26=keras.Adam var34.compile var39=var34.fit var44=keras.backend.reshape var44=keras.backend.tanh var45=keras.backend.exp var45=keras.backend.expand_dims var47=keras.backend.sum var48=keras.backend.sum var47=keras.backend.sum var49=keras.backend.sum 	matplotlib.pyplot.show 
var26.eval var26.zero_grad 	var36=pandas.DataFrame 
var21.add_embedding var21.add_bidirectional var21.add_globalmaxpool1d var21.add_dense var21.add_dropout var21.add_dense var21.compile 	var21.fit 
var22=var21.predict 	var23=var21.predict var24=numpy.round 
var22.compile 	var38=var22.fit 
var38=var22.fit 	import_keras.backend var22.compile 
import_keras.backend var22.compile 	var40=var39.fit 
var40=var39.fit 	var41=var22.predict var42=var39.predict 
var41=var22.predict var42=var39.predict 	var43=numpy.mean 
var30.fit_generator 	var33=pandas.read_csv var34.extend iloc var22=numpy.array 
var13.fit 	var14=var13.predict var15=numpy.round 
var16=var13.predict 	import_gc 
var19=numpy.stack shape var13.compile var23=var18.get 	var13.fit 
var13.fit 	var24=var13.predict var15=numpy.round 
var25=var13.predict 	import_gc 
var13.fit 	var26=var13.predict var15=numpy.round 
var27=var13.predict 	import_gc 
var13.fit 	var28=var13.predict var15=numpy.round 
var29=var13.predict 	import_gc 
var23.fit 	var23.fit 
var23.fit 	var30=var23.predict var29=numpy.array var31=numpy.round var29.append_0 
import_numpy import_torch 	import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var28=numpy.array var26=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var28=numpy.array var27=numpy.array var37=torch.nn.functional.softmax var35=var35.reshape var18.zero_grad var24.append_4 var45.backward var18.step var23.append_5 var29.append_6 var25.append_7 var31.append_8 
import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_torchtext.data import_warnings var18=torch.optim.Adam var15.train var19.append_0 var28=numpy.array var26=numpy.array var21.append_1 var15.eval var20.append_2 var22.append_3 var28=numpy.array var27=numpy.array var37=torch.nn.functional.softmax var35=var35.reshape var18.zero_grad var24.append_4 var45.backward var18.step var23.append_5 var29.append_6 var25.append_7 var31.append_8 	var15.load_state_dict 
var15.load_state_dict 	matplotlib.pyplot.legend matplotlib.pyplot.show var47=numpy.array var28=numpy.array var15.eval 
var23.compile 	var39=var23.fit 
var39=var23.fit 	var19=var23.predict var3.to_csv 
import_numpy import_pandas import_re 	var4=pandas.read_csv var5=pandas.read_csv 
var16.add var16.add_bidirectional var16.add_flatten var16.add_dense var16.add_dropout var16.add_dense var16.compile 	var16.fit 
var16.fit 	var18=var16.predict 
var27.compile 	var27.fit_generator 
var27.fit_generator 	var29=pandas.read_csv var30.extend iloc var19=numpy.array 
var24.compile 	var24.fit 
var24.fit 	var25=var24.predict var27=numpy.round var26.append_0 
var29=var24.predict 	var31=pandas.DataFrame var31.to_csv 
var4.fit_on_texts var5=var4.texts_to_sequences var6=var4.texts_to_sequences var7=var4.texts_to_sequences 	var11=numpy.arange var12=numpy.round var10.append_0 
var33.summary var33.compile var34.append_0 	var33.summary var33.compile var37.append_0 var34.append_1 
var33.fit var38=var33.predict var40=var33.predict 	import_gc 
var45=numpy.empty var43.fit var47=numpy.sum 	var48=numpy.empty 
var52.compile 	var52.summary 
var58=var52.fit 	var59=var52.predict var60.sort var62=numpy.round var60.append_0 
var27.compile var27.fit var27.save 	var43=var27.predict var44.sort var46=var27.predict var32.append_0 var33.append_1 var47=numpy.round var44.append_2 
var27.compile var27.fit var27.save 	var49=var27.predict var44.sort var50=var27.predict var32.append_0 var33.append_1 var47=numpy.round var44.append_2 
var27.compile var27.fit var27.save 	var51=var27.predict var44.sort var52=var27.predict var32.append_0 var33.append_1 var47=numpy.round var44.append_2 
var27.compile var27.fit var27.save 	var53=var27.predict var44.sort var54=var27.predict var32.append_0 var33.append_1 var47=numpy.round var44.append_2 
var31=var29.predict 	import_gc 
var29.compile var34.append_0 	var29.fit 
var29.fit 	var38=var29.predict 
var39=var29.predict 	import_gc 
var20=numpy.stack shape var26.compile var27=var19.get 	var26.fit 
var26.fit 	var28=var26.predict var29=numpy.round 
var30=var26.predict 	import_gc 
var26.fit 	var31=var26.predict var29=numpy.round 
var32=var26.predict 	import_gc 
var26.fit 	var33=var26.predict var29=numpy.round 
var34=var26.predict 	import_gc 
var22.fit 	matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show 
var21.add_bidirectional var21.add_bidirectional var21.add_dense var21.add_activation var21.add_dense var21.add_activation var21.add_dense var21.add_activation var21.add_dense var21.compile var21.fit_generator 	var22=numpy.ndarray var22=numpy.append_0 var23=var21.predict var23=var21.predict 
import_random import_torch 	import_torchtext import_random var4.build_vocab var5.build_vocab 
import_torchtext.data 	import_torch import_torch.nn import_torch.nn.functional import_torch.optim import_torch.utils.data import_warnings var14=torch.optim.Adam var19=var18.reshape var16=var16.permute var20.append_0 var14.zero_grad var25.backward var14.step 
var26.load_state_dict 	var31=numpy.array var32=numpy.array var26.eval 
var50.compile 	var51.summary var54=var51.fit var51.save 
var51.summary var54=var51.fit var51.save 	var55=var51.predict var56.sort var58=var51.predict var59=numpy.round var56.append_0 
var50.compile 	var61.summary var54=var61.fit var61.save 
var61.summary var54=var61.fit var61.save 	var62=var61.predict var56.sort var64=var61.predict var59=numpy.round var56.append_0 
var50.compile 	var66.summary var54=var66.fit var66.save 
var66.summary var54=var66.fit var66.save 	var67=var66.predict var56.sort var69=var66.predict var59=numpy.round var56.append_0 
var50.compile 	var70.summary var54=var70.fit var70.save 
var70.summary var54=var70.fit var70.save 	var71=var70.predict var56.sort var73=var70.predict var59=numpy.round var56.append_0 
import_random import_torch 	import_torchtext import_random var0.build_vocab var1.build_vocab 
var11.load_state_dict 	matplotlib.pyplot.legend matplotlib.pyplot.show var46=numpy.array var27=numpy.array var11.eval 
var33.compile 	var31.append_0 
var33.compile var36.append_0 	var31.append_0 
var31.append_0 	var33.compile 
var33.compile 	var31.append_0 var31.append_1 var31.append_2 
var36.compile 	var37.summary var43=var37.fit var37.save 
var37.summary var43=var37.fit var37.save 	var44=var37.predict var45.sort var47=var37.predict var48=numpy.round var45.append_0 
var36.compile 	var50.summary var43=var50.fit var50.save 
var50.summary var43=var50.fit var50.save 	var51=var50.predict var45.sort var53=var50.predict var48=numpy.round var45.append_0 
var36.compile 	var60.summary var43=var60.fit var60.save 
var60.summary var43=var60.fit var60.save 	var61=var60.predict var45.sort var63=var60.predict var48=numpy.round var45.append_0 
var27.compile var24.append_0 	var27.fit 
var27.fit 	var29=var27.predict var30=numpy.round 
var31=var27.predict 	import_gc 
var15=numpy.stack shape var27.compile var19=var14.get 	var27.fit 
var27.fit 	var37=var27.predict var30=numpy.round 
var38=var27.predict 	import_gc 
var27.fit 	var39=var27.predict var30=numpy.round 
var40=var27.predict 	import_gc 
var27.fit 	var41=var27.predict var30=numpy.round 
var42=var27.predict 	import_gc 
var32.compile var29.append_0 	var32.summary 
var32.summary 	var32.fit 
var32.fit 	var34=var32.predict var35=numpy.round 
var36=var32.predict 	import_gc 
var15=numpy.stack shape var32.compile var19=var14.get 	var32.fit 
var32.fit 	var42=var32.predict var35=numpy.round 
var43=var32.predict 	import_gc 
var32.fit 	var44=var32.predict var35=numpy.round 
var45=var32.predict 	import_gc 
var32.fit 	var46=var32.predict var35=numpy.round 
var47=var32.predict 	import_gc 
keras.backend.clear_session var58.compile 	var58.compile 
var58.compile 	var58.compile var76=var58.fit var77=var58.predict var78=var58.predict matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var37.compile 	var38=var37.predict var37.fit var39=var37.predict 
var26.compile 	var26.compile 
var26.compile 	var36=var26.predict var26.fit var37=var26.predict 
var36=var26.predict var26.fit var37=var26.predict 	var38.append_0 
var41.append_0 	var41.append_0 
var41.append_0 	var36=numpy.sum var4=pandas.read_csv var43=pandas.DataFrame var43.to_csv 
var49.summary 	var49.fit var49.fit var29=numpy.concatenate var49.fit var49.fit var62.to_csv 
var17.add_dense var17.add_dense var17.compile 	var17.summary 
var17.summary 	var18=var17.fit 
var18=var17.fit 	matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var2.doesnt_match 	var2.most_similar 
var13=tensorflow.add var14=tensorflow.add 	shape shape 
var20=tensorflow.placeholder var8=tensorflow.placeholder var24=tensorflow.placeholder 	var26=tensorflow.reduce_mean 
var26=tensorflow.reduce_mean 	var29=tensorflow.global_variables_initializer var30=tensorflow.equal var31=tensorflow.reduce_mean var34=numpy.array_split var35=numpy.array_split 
var21.freeze_to var21.fit_one_cycle 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.show 
var34.set_embedding var47.initialize var47.hybridize 	var62=pandas.DataFrame var64=pandas.read_csv var65=var64.join var65=var65.drop var65=var65.rename var65.to_csv 
var47.compile var48.summary 	var48.fit 
var15.fit 	var18=pandas.read_csv var20=var19.apply var21=var5.texts_to_sequences 
var14.add_dense var14.add_dense var14.compile 	shape var14.add_dense var14.add_dense var14.compile var14.fit 
var14.fit 	var20=var14.predict 
var15.add_embedding var15.add_lstm var15.add_dropout var15.add_lstm var15.add_dropout var15.add_flatten var15.add_dense var15.compile var15.summary 	var16=var15.fit var17=var15.evaluate 
var11.fit 	var27=var11.predict var28=numpy.round 
var1.doesnt_match 	var1.most_similar 
var65=numpy.zeros var66=numpy.zeros var69=numpy.zeros var70=numpy.zeros var50.train var50.eval var72=numpy.zeros var73=numpy.zeros var39=var50.forward var37.backward var39=var50.forward 	var50.eval var85=numpy.zeros var39=var50.forward 
var30.compile 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var48.compile var48.summary var49=var48.fit 	var48.compile var48.summary var49=var48.fit 
var48.compile 	var49=var61.fit 
var49=var61.fit 	var48.compile var48.summary var49=var48.fit 
var72=xgboost.XGBClassifier 	var72.fit var74=var72.predict_proba 
import_xgboost var46=xgboost.DMatrix var47=xgboost.DMatrix var49=xgboost.train 	var50=xgboost.DMatrix var51=var49.predict var5=pandas.DataFrame var5.to_csv 
import_xgboost var38=xgboost.DMatrix var39=xgboost.DMatrix var41=xgboost.train 	var42=xgboost.DMatrix var43=var41.predict var5=pandas.DataFrame var5.to_csv 
xgboost.plot_importance 	var109=pandas.DataFrame 
import_xgboost var28=xgboost.DMatrix var29=xgboost.DMatrix var31=xgboost.train 	var29=xgboost.DMatrix var32=var31.predict 
import_xgboost var27=xgboost.DMatrix var28=xgboost.DMatrix var30=xgboost.train 	var31=xgboost.DMatrix var32=var30.predict var33=pandas.DataFrame var33.to_csv 
import_xgboost var43=xgboost.DMatrix var44=xgboost.DMatrix var46=xgboost.train 	var47=xgboost.DMatrix var48=var46.predict var4=pandas.DataFrame var4.to_csv 
import_xgboost var37=xgboost.DMatrix var38=xgboost.DMatrix var40=xgboost.train 	var41=xgboost.DMatrix var42=var40.predict var43=pandas.DataFrame var43.to_csv 
var14=pandas.concat var3=pandas.concat var18=xgboost.DMatrix var19=xgboost.DMatrix var14=pandas.concat 	var21=xgboost.train 
var21=xgboost.train 	var24=pandas.concat var22=pandas.concat var24=pandas.concat 
import_xgboost var53=xgboost.DMatrix var54=xgboost.DMatrix var56=xgboost.train 	var57=xgboost.DMatrix var58=var56.predict var59=pandas.DataFrame var59.to_csv 
var22.compile var23.add_embedding var23.add_bidirectional var23.add_globalmaxpool1d var23.add_dropout 	var22.fit 
import_xgboost var43=xgboost.DMatrix var44=xgboost.DMatrix var46=xgboost.train 	var47=xgboost.DMatrix var48=var46.predict var5=pandas.DataFrame var5.to_csv 
var61.fit 	var83=var51.transform var84=var51.transform var90=numpy.hstack matplotlib.pyplot.figure matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title 
var10=sklearn.linear_model.LogisticRegression 	var11=sklearn.model_selection.cross_val_score 
var10.fit 	var13=pandas.DataFrame var13.to_csv 
var38.summary 	var38.fit 
var23.summary 	var23.compile 
var25=var23.fit 	var26.write var26.close import_pickle 
var27=var23.to_json var23.save_weights 	var29=var28.read var28.close var23.load_weights 
var29=var28.read var28.close var23.load_weights 	var30=numpy.load var31=numpy.load 
import_xgboost var40=xgboost.DMatrix var41=xgboost.DMatrix var43=xgboost.train 	var24.info 
import_xgboost var72=xgboost.DMatrix var73=xgboost.DMatrix var75=xgboost.train 	var24.info 
import_xgboost var45=xgboost.DMatrix var46=xgboost.DMatrix var48=xgboost.train 	var49=xgboost.DMatrix var50=var48.predict var5=pandas.DataFrame var5.to_csv 
import_xgboost var14=xgboost.DMatrix var15=xgboost.DMatrix var17=xgboost.train 	var18=xgboost.DMatrix var19=var17.predict var10=pandas.DataFrame var10.to_csv 
var25.fit 	var26=var25.predict_proba 
var5.fit var5.score 	var0=pandas.read_csv 
var39.compile 	var39.summary 
var39.summary 	var42=var39.fit 
var42=var39.fit 	var43=pandas.DataFrame var44.set_ylabel var44.set_ylim 
var6.save wv 	var8=numpy.array var8.append_0 
var12.add_dense var12.add_dropout var13.add_dense var13.add_dropout var15.add var15.add_dense var15.add_dropout var15.add_dense var15.add_dropout var15.add_dense 	var15.compile 
var15.compile 	var1=var1.reindex 
var36.add var36.add_dense var36.add_dropout var36.add_dense var36.add_dense var36.compile var36.fit 	var38=var36.to_json var36.save_weights 
var31=var31.fit 	var31.score 
var6.fit 	var9=numpy.linspace matplotlib.pyplot.show 
var6=keras.layers.Input var7=keras.layers.Input var8=keras.layers.Embedding var9=keras.layers.LSTM var11=keras.layers.multiply var14.compile var14.summary 	var14.fit 
var14.fit 	var15.compile 
var15.compile 	var16=var15.predict var17=var15.predict 
var18=xgboost.DMatrix var19=xgboost.DMatrix 	var21=xgboost.train 
var24=var15.predict 	var25=xgboost.DMatrix 
var25=numpy.array var27=tensorflow.Graph var28=tensorflow.placeholder var29=tensorflow.placeholder var30=tensorflow.constant var31=tensorflow.Variable var32=tensorflow.Variable var33=tensorflow.Variable var35=tensorflow.reduce_mean var37=tensorflow.sqrt var40=tensorflow.matmul 	var43=var38.eval var45=var40.eval 
var13.fit 	var35=pandas.read_csv var36=var3.transform var37=var3.transform var43=numpy.hstack matplotlib.pyplot.figure matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title 
var33.summary 	var33.compile 
import_xgboost var27=xgboost.DMatrix var29=xgboost.train 	var30=xgboost.DMatrix var31=var29.predict var32=pandas.DataFrame var32.to_csv 
var27=xgboost.DMatrix 	var29=xgboost.train 
var29=xgboost.train 	var30=xgboost.DMatrix 
var19=xgboost.DMatrix 	var21=xgboost.train 
var21=xgboost.train 	var22=xgboost.DMatrix var23=var21.predict var24=pandas.DataFrame var24.to_csv 
import_xgboost var34=xgboost.DMatrix var35=xgboost.DMatrix var37=xgboost.train 	var38=xgboost.DMatrix var39=var37.predict var40=pandas.DataFrame 
import_xgboost var35=xgboost.DMatrix var36=xgboost.DMatrix var38=xgboost.train 	var39=xgboost.DMatrix var40=var38.predict var41=pandas.DataFrame 
import_xgboost var31=xgboost.DMatrix var32=xgboost.DMatrix var34=xgboost.train 	var35=xgboost.DMatrix var36=var34.predict var37=pandas.DataFrame 
var13.fit 	var35=pandas.read_csv var36=var3.transform var37=var3.transform var43=numpy.hstack matplotlib.pyplot.figure matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xlim 
var11.fit var14=var11.predict var13.append_0 	matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var19.fit 	var21=numpy.flatnonzero 
var13.fit 	var34=pandas.read_csv var35=var3.transform var36=var3.transform 
import_xgboost var39=xgboost.DMatrix var40=xgboost.DMatrix var42=xgboost.train 	var43=xgboost.DMatrix var44=var42.predict var6=pandas.DataFrame var6.to_csv 
var29.fit 	var46=var19.transform var47=var19.transform var53=numpy.hstack 
var1.fit 	var3=var1.transform var4=var1.transform 
wv 	var10=var9.fit_transform matplotlib.pyplot.figure matplotlib.pyplot.show var8.append_0 var7.append_1 var11.append_2 var12.append_3 matplotlib.pyplot.scatter matplotlib.pyplot.annotate 
var6.most_similar 	var6.most_similar 
var8.add_conv1d var8.add_maxpooling1d var8.add_conv1d var8.add_maxpooling1d var8.add_flatten var9.add_conv1d var9.add_maxpooling1d var9.add_conv1d var9.add_maxpooling1d var9.add_flatten var10.add_merge var10.add_dense var10.add_dropout var10.add_dense var10.compile 	var11=var10.fit 
var11=var10.fit 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend 
import_nltk var6.save 	var6.save 
var13.fit 	import_tensorflow 
var13.fit 	var14=var13.predict var15=var13.predict_proba var16=var13.predict var17=var13.predict_proba 
var22.fit 	var23.append_0 
var26.fit 	var27.fit 
