Masked	Next masked
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var4=var0.merge 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var4.plot 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var5=var4.dropna import_seaborn seaborn.set var6=seaborn.pairplot 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.sample 	var4=var4.drop 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.sample 	matplotlib.pyplot.figure seaborn.distplot matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var0=pandas.read_csv var1=pandas.read_csv 	var0.fillna var1.fillna 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv shape var0=var0.append_0 	values values 
var0=pandas.read_csv var1=pandas.read_csv 	var3=var3.reset_index var3.sort_values var3.plot matplotlib.pyplot.figure matplotlib.pyplot.show 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv shape var4=pandas.DataFrame columns var5.append_0 var6.append_1 var7.append_2 var8.append_3 	var23=numpy.log var24=numpy.exp 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var1.sample 	var7=var1.drop var8=var2.drop var9.fit var9.fit 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=numpy.log 	var0=pandas.merge var0=var0.drop var0=pandas.get_dummies var1=pandas.merge var1=var1.drop var1=pandas.get_dummies loc 
var18=pandas.merge var17=pandas.merge 	columns var26=numpy.log 
var0=pandas.read_csv 	var0.hist matplotlib.pyplot.show 
import_numpy import_pandas import_xgboost var0=pandas.read_csv var1=pandas.read_csv var4=var0.drop var5=var1.drop var6=pandas.concat 	var8.fit 
var1=pandas.read_csv var1.describe 	var2=pandas.read_csv var2.describe 
var2=pandas.read_csv var2.describe 	matplotlib.pyplot.figure seaborn.distplot 
var4=pandas.read_csv var4.head 	var0=pandas.merge var5=var0.groupby var6=pandas.DataFrame var6.reset_index matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.ylim matplotlib.pyplot.show 
import_numpy import_pandas import_xgboost import_matplotlib.pyplot var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var1.head var4=numpy.log1p var1.drop var2.drop var7=pandas.concat var7=pandas.merge_ordered 	import_matplotlib.pyplot matplotlib.pyplot.plot matplotlib.pyplot.show 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var4.head 	var7=numpy.log1p var4.drop var5.drop var10=pandas.concat var10=pandas.merge_ordered dt dt var10.drop 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var0.sample 	var4=var0.drop var5=var1.drop 
import_numpy import_pandas import_random import_xgboost import_scipy.sparse var1=pandas.read_csv var2=pandas.read_csv 	var1.duplicated 
var5=pandas.read_csv 	var5=pandas.merge 
var0=pandas.read_csv 	price_doc var2=var0.drop var3.fit 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	dt dt dt dt 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0=pandas.merge var1=pandas.merge 	var3=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv shape var4=pandas.merge var5=pandas.merge 	var6=numpy.round var9=numpy.round var12=numpy.round var13=pandas.concat var14.rename var14.sort_values 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	ix ix var12=numpy.percentile var13=numpy.percentile var10.drop var14.fit 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	columns 
var1=pandas.read_csv 	var2.append_0 var2.append_1 var2.append_2 var2.append_3 mode var2.append_4 var2.append_5 var2.append_6 var2.append_7 var2.append_8 var2.append_9 var2.append_10 var2.append_11 var2.append_12 
var0=pandas.read_csv 	var0=var0.drop var0=var0.drop 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var4=numpy.percentile var5=numpy.percentile var6=numpy.percentile 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost import_datetime var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	matplotlib.pyplot.figure seaborn.jointplot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.head 	var3=pandas.read_csv 
var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	var10=numpy.percentile var11=numpy.percentile 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.merge var3.drop var4=pandas.merge var4.drop var5=pandas.concat 	shape var12=pandas.concat var12.sort_values 
var1=pandas.read_csv var1.set_index var2=pandas.read_csv var2.set_index 	var3=pandas.concat 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	loc 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var4=pandas.read_csv 	var5=numpy.log1p var2.drop var3.drop var8=pandas.concat var8=pandas.merge_ordered var8.drop 
var1=var0.flow_from_directory 	matplotlib.pyplot.imshow 
var9=pandas.read_csv var8=numpy.asarray var8.append_0 	var11=var6.predict var11=numpy.argmax 
var7=pandas.DataFrame var7.to_csv var7.head var6.append_0 	matplotlib.pyplot.show 
import_numpy import_os import_pandas import_sys import_matplotlib.pyplot import_nltk import_xgboost var0=pandas.read_csv var1=pandas.read_csv 	var0.head 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.drop var0.head 	import_string 
var88=numpy.exp var95=pandas.read_csv var95.to_csv var95.head 	import_time import_scipy import_warnings var98.fit var99=var98.transform var100=var98.transform var101=var98.transform var103.fit var104=var103.transform var105=var103.transform var106=var103.transform var107.fit var108=var107.transform var109=var107.transform var111.fit 
var95=pandas.read_csv var95.to_csv var95.head 	var117.fit var118=var117.transform var119=var117.transform var120=var117.transform var103.fit var104=var103.transform var105=var103.transform var106=var103.transform var121.fit 
var95=pandas.read_csv var95.to_csv var95.head 	var103.fit var122=var103.transform var123=var103.transform var124=var103.transform var125.fit var95=pandas.read_csv var95.to_csv var95.head 
import_numpy import_pandas var3.head 	var2.head 
var29=var28.predict_proba var32.head var32.to_csv 	import_xgboost 
var32.head var32.to_csv 	var47.fit var48=var47.transform var49=var47.transform 
var32.head var32.to_csv 	var43.fit var44=var43.predict_proba 
var28.fit var51=var28.predict_proba var52=var28.predict var29=var28.predict_proba var32.head var32.to_csv 	var54.close var57=numpy.asarray 
import_pandas import_matplotlib.pyplot import_seaborn import_re import_itertools import_spacy import_numpy var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var0.head 
var0=pandas.read_csv var1=pandas.read_csv 	pandas.set_option iloc 
import_matplotlib.pyplot import_seaborn import_nltk import_pandas import_numpy var0=pandas.read_csv var1=pandas.read_csv 	var0.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var3.append_0 var3.append_1 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	import_nltk 
var3=pandas.read_csv var4=var1.predict_proba 	var5=pandas.read_csv var7=pandas.DataFrame var8=pandas.concat 
var5=pandas.read_csv var7=pandas.DataFrame var8=pandas.concat 	var8.to_csv 
var3=pandas.read_csv var4=var3.sample var5=pandas.read_csv 	var15=pandas.DataFrame var15=pandas.DataFrame var14.append_0 var14.append_1 var22.append_2 var23.append_3 var24.append_4 var22.append_5 var23.append_6 var24.append_7 var19.append_8 var25.append_9 var25.append_10 var25.append_11 var25.append_12 var20.append_13 var21.append_14 
var0=pandas.read_csv var1=pandas.read_csv 	var0=var0.replace var0=var0.replace var1=var1.replace var0=var0.replace var1=var1.replace 
import_nltk import_pandas import_re import_gensim import_numpy var0=pandas.read_csv 	var0.head 
var32.close var35=numpy.asarray 	var37=numpy.array var38=var37.sum var37.append_0 
import_numpy import_pandas var0=pandas.read_csv var0.dropna var0.set_index var0.head 	import_re var0.head 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv 	var3=var2.fit_transform var5=var4.transform var7=var6.fit_transform 
import_pandas var0=pandas.read_csv var1=pandas.read_csv 	var3=var2.fit_transform 
import_pandas import_spacy import_numpy var2=pandas.read_csv 	var3=numpy.fromiter 
var2=pandas.read_csv var2.head 	loc loc loc 
var0=pandas.read_csv var0.head 	var14=var13.fit_transform 
var15=pandas.read_csv 	var3.append_0 var17.append_1 
var0=pandas.read_csv var0.head 	import_nltk 
var0=pandas.read_csv var0.head 	import_nltk import_gensim var1.extend 
import_warnings import_nltk import_pandas import_matplotlib.pyplot var0=pandas.read_csv 	var8=var7.tokenize var9=var7.tokenize var10=var7.tokenize 
var0=pandas.read_csv var1=pandas.read_csv 	var4=var0.drop 
var0=pandas.read_csv var2=var1.fit_transform 	var3=numpy.dot 
logging.basicConfig 	var6=pandas.DataFrame var6.insert var6.insert var6.insert 
logging.info var12=pandas.read_csv var54=pandas.read_csv 	logging.info 
var0=numpy.load var1=numpy.load var2=pandas.read_csv var2.describe var3=pandas.read_csv 	iloc 
var0=pandas.read_csv var1=pandas.read_csv var0.describe 	var5.update var6=var6.lower 
var8.to_csv var8=pandas.read_table loc var7.add 	var13.append_0 var13.append_1 var16=var15.similar_by_word var17=numpy.nanmean 
import_pandas import_numpy var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var0.head 
var15.to_csv 	var15.head 
var7=pandas.read_csv var8=pandas.read_csv 	var9.append_0 var9.append_1 
var45.fit var48=tensorflow.placeholder var49=tensorflow.placeholder var50=var50.repeat var50=var50.shuffle var50=var50.batch var51=var50.make_initializable_iterator 	import_tensorflow flags 
var29=pandas.read_csv var30=numpy.zeros 	var32=pandas.DataFrame var32=var32.rename var32.insert var32.to_csv 
import_pandas import_numpy import_time var0=pandas.read_csv var1=pandas.read_csv 	var4.fit_on_texts var5=var4.texts_to_sequences var6=var4.texts_to_sequences iloc var2.append_0 iloc var3.append_1 
var5=pandas.read_csv var6=pandas.read_csv var5.sample 	var9.fit_on_texts var10=var9.texts_to_sequences var11.fit var12=var11.transform 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var4=var3.polarity_scores 
var26=pandas.merge var27=pandas.merge 	import_gensim var28=var20.fit_transform 
import_nltk import_pandas var0=pandas.read_csv var0.head 	var1=var0.groupby var3=var3.lower 
import_pandas import_nltk var0=pandas.read_csv var1=pandas.read_csv 	var4=var4.lower 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var4=numpy.clip shape var6=numpy.sum var7=numpy.zeros 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	seaborn.barplot matplotlib.pyplot.figure matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var1=pandas.read_csv var2=var1.copy var4=pandas.DataFrame var4=pandas.read_csv 	var1=var1.drop var4=var4.drop 
var0=pandas.read_csv var0.head 	import_string 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.head 	var4=var3.fit_transform 
var0.show 	var1.first var4=var2.tokenize 
var0=pandas.read_csv 	cat matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.show 
var1=pandas.read_csv 	var3=pandas.DataFrame var5=pandas.DataFrame 
var1.append_0 var1.append_1 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.concat var6.reset_index var6.head 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.concat var6.reset_index var6.head 	var6.corr 
var1.append_0 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.concat var5.reset_index var5.head 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.concat var5.reset_index var5.head 	var5.corr 
var3=pandas.concat var3.reset_index var3.head 	var3.corr 
var8=pandas.read_json 	var23=numpy.concatenate var25=numpy.array 
var8=pandas.read_json 	var23=numpy.concatenate var24=numpy.array var26=numpy.array 
var17=pandas.read_json 	var22=numpy.array var23=numpy.array var19=numpy.concatenate var20.append_0 var21.append_1 
var6=pandas.read_json var6.head 	var7=pandas.DataFrame 
var0=pandas.read_json 	var1.append_0 
var0=pandas.read_json var1=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate 
var0=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate var5=numpy.array 
var0=pandas.read_json var1=pandas.read_json var0.head 	var2=numpy.array var3=numpy.array 
var0=pandas.read_json var1=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate var5=numpy.array var6=numpy.array var2=numpy.array var3=numpy.array var7=numpy.concatenate var8=numpy.array 
import_numpy import_pandas var0=pandas.read_json var1=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate var5=numpy.array var2=numpy.array var3=numpy.array var6=numpy.concatenate 
var0=pandas.read_json var1=pandas.read_json var2=numpy.array var3=numpy.array var4=numpy.concatenate 	var6.summary var6.add_lambda var6.add_flatten var6.add_dense var6.add_dropout var6.add_dense var6.add_dropout var6.add_dense var6.add_separableconv2d var6.add_batchnormalization var6.add_maxpooling2d 
import_numpy import_pandas import_keras var0=pandas.read_json var1=pandas.read_json 	var3=numpy.array var4=numpy.array var2=numpy.concatenate var2.append_0 var11=numpy.fliplr var12=numpy.fliplr var13=numpy.fliplr var3.append_1 var14=numpy.flipud var15=numpy.flipud var16=numpy.flipud var4.append_2 
var0=pandas.read_json var1=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate var5=numpy.array var2=numpy.array var3=numpy.array var6=numpy.concatenate 
var0=pandas.read_json var0.info 	var1=pandas.read_json var1.info 
var1=pandas.read_json var1.info 	var2=pandas.concat 
var0=pandas.read_json 	var5=matplotlib.pyplot.figure var7.imshow var7.text var7.text var7.text var7.axis var7.imshow var7.text var7.text var7.text var7.axis 
var13=pandas.read_json 	var8=numpy.array var9=numpy.array var14=numpy.concatenate 
var7=pandas.read_json is_iceberg 	var5.compile var5.fit 
var0=pandas.read_json var1=pandas.read_json var0.replace 	var4=numpy.array var5=numpy.array matplotlib.pyplot.show 
var0=pandas.read_json var1=pandas.read_json 	var3=numpy.array var4=numpy.array 
var35=pandas.read_json 	var37=var27.predict var38=pandas.DataFrame var38.to_csv 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn var0=pandas.read_json var0.head 	seaborn.barplot matplotlib.pyplot.show 
var0=pandas.read_json 	var8=numpy.dstack var1.append_0 
var0=pandas.read_json 	var1=pandas.read_json 
var1=pandas.read_json 	var2=numpy.array var3=numpy.array var4=numpy.concatenate 
var0=pandas.read_json var2=pandas.read_json 	var5=numpy.array var6=numpy.array var8=numpy.concatenate var9=numpy.array var10=numpy.array var12=numpy.concatenate var15=var14.flow var16=var14.flow var25.compile var32=var15.next var33=var16.next var43.fit_generator var43.load_weights var44=var43.evaluate var44=var43.evaluate var45=var43.predict var46=var43.predict var47=var43.predict 
import_numpy import_pandas var0=pandas.read_json var0.head 	var0.drop 
var1=pandas.read_json 	var1.head 
var2=pandas.read_json 	var2.head 
var1=pandas.read_json var2=pandas.read_json 	var4=numpy.array var5=numpy.array var6=numpy.concatenate var7=numpy.array var8=numpy.array var9=numpy.concatenate 
var0=pandas.read_json 	var1=numpy.array var2=numpy.array var3=numpy.concatenate var4=numpy.array var5=numpy.array 
import_numpy import_pandas 	var1.add_conv2d var1.add_maxpooling2d var1.add_dropout var1.add_conv2d var1.add_maxpooling2d var1.add_dropout var1.add_conv2d var1.add_maxpooling2d var1.add_dropout 
var3=pandas.read_json var4=pandas.read_json 	var3.head 
var0=pandas.read_json var1=numpy.array var2=numpy.array 	var3=numpy.array matplotlib.pyplot.imshow matplotlib.pyplot.show var5=numpy.array matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy import_pandas import_matplotlib.pyplot var0=pandas.read_json 	var1=var0.sample var3=numpy.reshape var4=numpy.reshape var5=matplotlib.pyplot.figure var6=var5.add_subplot var6.set_title var6.imshow var6=var5.add_subplot var6.set_title var6.imshow matplotlib.pyplot.show 
var0=pandas.read_json var1=numpy.stack var2=numpy.stack 	index index 
var1=pandas.read_json 	var0.head 
import_numpy import_pandas import_lightgbm import_random 	var7=pandas.DataFrame var8=pandas.DataFrame var9=pandas.concat var6.fit var7=pandas.DataFrame var8=pandas.DataFrame var9=pandas.concat var0.head 
var0=pandas.read_json 	var0.describe 
import_numpy import_pandas var0=pandas.read_json 	var1=var0.copy var2=pandas.DataFrame var3=pandas.DataFrame var4=pandas.concat 
var0=pandas.read_json var0.head 	var0.info 
var1=pandas.read_json var1.head 	var1.info 
var0=pandas.read_json var1=pandas.read_json 	var2=var0.sample 
import_numpy import_pandas var0=pandas.read_json shape 	var4=pandas.read_json var5=var0.drop var6=pandas.concat var8=var7.mean var9=var7.median 
var0=pandas.read_json 	var1=numpy.where var2=numpy.where 
var0=pandas.read_json 	loc loc matplotlib.pyplot.figure matplotlib.pyplot.bar matplotlib.pyplot.xticks 
var0=pandas.read_json 	var2=numpy.copy 
var0=pandas.read_json var0.head 	var1=numpy.asarray var2=numpy.asarray 
var0=pandas.read_json var0.keys 	var0.head 
var1=pandas.read_json var1.keys 	var2=var2.sample var3=var3.sample 
var0=pandas.read_json var2=pandas.read_json 	var5=numpy.array var6=numpy.array var8=numpy.concatenate var9=numpy.array var10=numpy.array var12=numpy.concatenate var15=var14.flow var16=var14.flow var21.load_weights var25.compile var32=var15.next var33=var16.next var43.fit_generator var43.load_weights var44=var43.evaluate var44=var43.evaluate var45=var43.predict var46=var43.predict var47=var43.predict 
var9=pandas.read_json 	var9=pandas.concat var10=numpy.array var11=numpy.array 
var0=pandas.read_json 	var2=numpy.mean 
import_numpy import_pandas import_matplotlib.pyplot import_matplotlib.patches var0=pandas.read_csv var1=pandas.read_csv var2=pandas.merge 	loc loc loc 
var0=pandas.read_csv 	import_re 
import_numpy import_pandas import_nltk var0=pandas.read_csv 	var12.append_0 
import_pandas import_numpy var1=pandas.read_csv var1.head 	iloc 
var0=pandas.read_csv 	matplotlib.pyplot.scatter 
var3=pandas.read_csv 	var8.fit var9=var8.predict_proba 
import_numpy import_pandas import_sklearn import_matplotlib.pyplot import_re import_nltk var0=pandas.read_csv import_matplotlib 	var0.head 
var1=pandas.read_csv 	loc var2.head 
var0=pandas.read_csv 	loc var1.head 
var1=pandas.read_csv 	var4.append_0 
var0=pandas.read_csv var0.head 	var2=var2.lower var6=var6.apply var7=var6.apply 
var0=pandas.read_csv var0.head 	columns 
var0=pandas.read_csv var0.head 	var1=var0.copy 
var1=pandas.read_csv var1.head 	import_matplotlib.pyplot var2.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
import_pandas var0=pandas.read_csv var0.head 	var0=var0.drop var0.head 
var6=pandas.read_csv 	var6.info 
var13=pandas.read_csv var16.partial_fit 	var13=pandas.read_csv var16.partial_fit 
var13=pandas.read_csv var16.partial_fit 	var13=pandas.read_csv 
var13=pandas.read_csv 	var13.drop 
var1=pandas.read_csv var2=pandas.read_csv 	var1.drop var4=pandas.DataFrame var2.drop 
var3=pandas.read_csv var4=pandas.read_csv var3.drop 	var4.head 
import_gc import_time import_numpy import_pandas import_warnings import_os var3=pandas.read_csv var4=pandas.read_csv 	var6=var6.merge var6=var6.merge var6=var6.merge var6.drop 
var2=pandas.read_csv var3=pandas.read_csv var2=var2.append_0 	var5=numpy.concatenate var2=var2.merge 
var18=pandas.read_csv var18.head 	var20=pandas.read_csv var21=pandas.read_csv 
var20=pandas.read_csv var21=pandas.read_csv 	var20.head 
var7=pandas.read_csv 	var7=pandas.concat 
var3=pandas.read_csv var4=pandas.read_csv 	dt dt dt 
import_gc import_time import_numpy import_pandas import_warnings import_os var4=pandas.read_csv var5=pandas.read_csv 	var7=var7.merge var7=var7.merge var7=var7.merge var7.drop 
var2=pandas.read_csv 	var2.tail 
var3=var3.strip var4=var3.index var5=var3.rindex 	import_pandas var14=pandas.read_csv 
var4=pandas.read_csv 	var1.fillna var4.fillna var1=var1.merge var4=var4.merge 
import_numpy import_pandas 	var3.add 
var0=pandas.read_csv 	var1=var1.rename dt dt 
import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_os import_gc import_matplotlib.pyplot import_seaborn var0=pandas.read_csv 	matplotlib.pyplot.subplots_adjust matplotlib.pyplot.suptitle matplotlib.pyplot.show var4.rename var4=var4.pivot var5=numpy.full loc loc var4.sort_values var3.append_0 
var2=pandas.read_csv shape var2.drop var5=pandas.read_csv var6=pandas.DataFrame var5.drop var8=var7.fit_transform var9=var7.fit_transform var10=var7.fit_transform var11=var7.fit_transform var12=var7.fit_transform var13=var13.astype 	var17=lightgbm.Dataset var18=lightgbm.Dataset var20=lightgbm.train var6.to_csv 
var2=pandas.read_csv 	import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab import_matplotlib.patches import_seaborn import_plotly.offline import_cufflinks cufflinks.set_config_file seaborn.set_style 
var1=pandas.read_csv var2=pandas.read_csv 	var3.head 
var3=pandas.read_csv var3=var3.set_index var3.sort_index 	var0.describe 
var5=pandas.read_csv 	gc.collect var5=var5.merge gc.collect var5=var5.merge gc.collect var5=var5.merge gc.collect var5=var5.merge gc.collect var5=var5.merge gc.collect var5=var5.merge gc.collect var7=var5.merge gc.collect var5=var5.fillna var5.info 
var1=pandas.read_csv var1=var1.merge var1=var1.merge 	var1.head 
var2=pandas.read_csv var2.info 	dt 
var3=pandas.read_csv var1=pandas.concat var1.info 	var1.head 
var3=pandas.read_csv var37=pandas.concat 	var1=var1.merge var1=var1.drop 
import_numpy import_pandas import_dask.dataframe import_gc 	var3=pandas.read_csv var1=var1.append_0 
import_numpy import_pandas import_matplotlib.pyplot var2=pandas.read_csv var4=var4.reset_index var4.head 	matplotlib.pyplot.plot 
import_pytz import_gc import_matplotlib.pyplot var6=var4.append_0 	matplotlib.pyplot.plot 
var10.head 	var11=pandas.concat 
import_pandas import_numpy var0=pandas.read_csv 	var3=pandas.DataFrame var4=pandas.DataFrame var5=pandas.concat var3.append_0 var4.append_1 
import_matplotlib.pyplot import_numpy import_pandas import_os import_sys import_time var3=pandas.read_csv var4=pandas.read_csv 	var3.drop var4.drop 
import_subprocess 	import_matplotlib.pyplot import_seaborn import_numpy import_pandas 
var2=dask.dataframe.read_csv dt dt var2.astype 	var6=numpy.longdouble 
var40=pandas.read_csv var40.head 	matplotlib.pyplot.figure seaborn.set var3=seaborn.barplot var3.set var3.text 
import_pandas import_numpy import_xgboost import_lightgbm var3=pandas.read_csv var3=var3.drop 	var6=pandas.DataFrame var7=pandas.Series __class__ var6.to_csv 
import_gc import_numpy import_pandas import_matplotlib.pyplot var0=pandas.read_csv var0.head 	var0.head 
var0=pandas.read_csv var0.head 	var0.head dt 
var3.execute 	var3.execute var3.fetchall 
var1=pandas.read_csv 	var2=seaborn.color_palette matplotlib.pyplot.figure seaborn.set var5=seaborn.barplot var5.set var5.text 
var3=pandas.read_csv 	var3.drop 
var10=pandas.read_csv var10=pandas.merge var10.drop 	var10.head 
import_numpy import_pandas import_random import_scipy import_os import_gc import_matplotlib.pyplot import_seaborn seaborn.set 	var7=pandas.Series 
var7=pandas.Series 	var9.info 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set import_plotly.offline plotly.offline.init_notebook_mode 	var7=pandas.DataFrame loc loc matplotlib.pyplot.figure seaborn.heatmap seaborn.heatmap var20=numpy.union1d var21=numpy.union1d seaborn.heatmap seaborn.heatmap 
var1=pandas.read_csv 	var3=var3.merge 
var8=pandas.read_csv 	var12=pandas.read_csv 
var0=pandas.read_csv var0.head 	import_random var5=pandas.read_csv 
import_random var5=pandas.read_csv 	var5.head 
var5.head 	seaborn.set matplotlib.pyplot.figure seaborn.countplot 
var4=pandas.read_csv var5=pandas.read_csv shape var7=pandas.DataFrame var5=var5.drop var4=var4.drop var9=pandas.concat var9=var9.merge var9=var9.drop 	var12.fit var13=var12.predict_proba var7.describe var7.to_csv 
var0=pandas.read_csv var0.info 	var1.info var2.info 
var3=pandas.read_csv var3.reset_index var3.info 	var4=pandas.read_csv loc var4.reset_index var4.info 
var1=pandas.read_csv var2=pandas.read_csv 	seaborn.distplot seaborn.distplot matplotlib.pyplot.plot 
var2=pandas.read_csv var2.head 	dt 
var10=pandas.read_csv var10.head 	dt 
var2=pandas.read_csv var2.head 	var4=var4.merge var4=var4.merge 
var2=pandas.read_csv var2.info 	var2=pandas.read_csv var2.head 
var2=pandas.read_csv var2.head 	var2=pandas.read_csv var2.head 
var2=pandas.read_csv var2.head 	import_subprocess 
import_subprocess 	var5=numpy.sort 
var8=pandas.DataFrame var8=pandas.concat 	var8.info 
var0=pandas.read_csv var0.drop is_attributed 	var3.fit 
import_pandas var1=pandas.read_csv var1.to_csv 	var1.head 
var10.remove IPython.display.Audio 	IPython.display.Audio 
IPython.display.Audio 	IPython.display.Audio 
var0=pandas.read_csv str str 	var0.head 
var7=pandas.read_csv var7.to_csv 	var7.head 
import_numpy import_os var4.remove 	var9.append_0 
import_numpy import_pandas import_numpy import_librosa import_os import_multiprocessing.pool 	var7=numpy.resize var7=numpy.log1p var13=numpy.zeros var7=numpy.hstack var14=numpy.mean var15=numpy.std var17.close var17.join var21=numpy.zeros var19.append_0 filenames var27=numpy.swapaxes var22.append_1 var29=var21.copy var9.append_2 var10.append_3 var27=numpy.swapaxes var27.save classes var9.append_4 var29=numpy.zeros 
import_pandas import_numpy import_os import_pickle var2=pandas.read_csv loc 	var6=pandas.factorize var5=numpy.array var6=numpy.array var8=numpy.zeros var5.append_0 
var1=pandas.read_csv var1.head 	import_seaborn import_matplotlib.pyplot import_seaborn var3=seaborn.barplot var3=seaborn.barplot matplotlib.pyplot.show 
var2=pandas.read_csv var3=pandas.read_csv 	iloc 
var7=pandas.read_csv var8=pandas.read_csv 	var9=pandas.factorize var7=var7.drop 
import_pandas import_numpy import_re var0=pandas.read_csv 	loc 
import_pandas import_numpy import_os import_shutil import_string var0=pandas.read_csv 	import_re import_gzip import_os import_re import_tarfile var18.extend var27.extend 
import_pandas import_numpy import_re import_inflect var1=pandas.read_csv var2=pandas.read_csv iloc iloc var3.setdefault 	var8=pandas.read_csv var9=pandas.merge var12.to_csv var13=var13.split var15=var0.number_to_words var17=var16.split var21=var13.split var26=var16.split var18=var16.split var19.append_0 var29=var13.split var30=var13.split var31.append_1 var25.append_2 var22.append_3 var21=var13.split var31.append_4 var31.append_5 var25.append_6 var25.append_7 var25.append_8 var25.append_9 var25.append_10 var25.append_11 var33.append_12 var22.append_13 
