Masked	Next masked
var5=matplotlib.pyplot.figure var17=var5.add_subplot var18=var5.add_subplot columns var11=numpy.array var17.plot var18.plot var17.set_xlabel var17.set_ylabel var17.set_title var18.set_xlabel var18.set_ylabel matplotlib.pyplot.show 	import_warnings columns var11=numpy.array var24=var23.predict matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show var23=var26.fit var23=var26.fit 
var0.describe 	var0.tail 
var0.head 	import_seaborn seaborn.countplot 
import_seaborn seaborn.countplot 	iloc iloc iloc iloc iloc iloc iloc iloc 
var45=pandas.Series 	var46=var45.cumsum 
var46=var45.cumsum 	var47=pandas.Series var47=var47.add var47.head 
var47=pandas.Series var47=var47.add var47.head 	var48=numpy.exp 
ix 	var8=pandas.DataFrame var8.tail 
var8=pandas.DataFrame var8.tail 	var9.fit var10=var9.make_future_dataframe var10.tail 
var11=var9.predict 	var9.plot 
Page 	var0.head 
var0.head 	var0=var0.set_index 
var0=var0.set_index 	var1.head 
var1=var1.set_index 	var2=pandas.read_csv 
var2.head 	at 
var5=var5.merge 	var11=var11.reset_index var11=pandas.melt var12=matplotlib.pyplot.figure var13=seaborn.pointplot var13.set 
var6=pandas.DataFrame 	var6.head 
var6.head 	numpy.save 
matplotlib.pyplot.figure var9.plot matplotlib.pyplot.show 	var6.fillna 
var10=var6.mean 	var10.plot matplotlib.pyplot.show 
var3=pandas.DataFrame var3.head 	var0=pandas.concat 
var0.head 	iloc iloc matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title 
iloc iloc matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title 	matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title var4=numpy.where iloc var9.append_0 
var27=pandas.DataFrame matplotlib.pyplot.title 	var27.plot 
matplotlib.pyplot.title 	import_simdkalman 
var3.sample 	var2.sample 
var0.head 	seaborn.set matplotlib.pyplot.figure var15=seaborn.countplot matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.set matplotlib.pyplot.figure var15=seaborn.countplot matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var17=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot 
var17=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot 	var21.head 
var1.info 	var2=pandas.melt 
var0=numpy.arange 	var1=pandas.read_csv 
var18=numpy.arange var19=numpy.arange var20=numpy.minimum var20=numpy.maximum 	var10=numpy.arange var7.fit var14=var7.predict var11.append_0 
var3.head 	var4=pandas.DataFrame 
var2=pandas.DataFrame var3=pandas.DataFrame 	var1.reset_index 
var1.head 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.set seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show 	var8=var8.pivot var8.sort_index var8.dropna 
seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show 	var10=pandas.DataFrame var9.drop var9.head 
matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 	var48.drop 
var52=numpy.array 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.figure var54=pandas.rolling_mean var55=pandas.rolling_std var56=matplotlib.pyplot.plot var57=matplotlib.pyplot.plot var58=matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.show var60=pandas.Series 
var5=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot 	var5=matplotlib.pyplot.figure var7=var5.add_subplot var8=var5.add_subplot var9=numpy.array var7.plot var8.plot var7.set_xlabel var7.set_ylabel var8.set_xlabel var8.set_ylabel matplotlib.pyplot.show 
var5=matplotlib.pyplot.figure var7=var5.add_subplot var8=var5.add_subplot var9=numpy.array var7.plot var8.plot var7.set_xlabel var7.set_ylabel var8.set_xlabel var8.set_ylabel matplotlib.pyplot.show 	var9=numpy.array var14=numpy.array var15=var16.fit var17=var15.predict matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
values 	var4.dropna 
var4.head 	iloc 
var1=pandas.DataFrame var1.head 	import_re var1.head 
var5=matplotlib.pyplot.figure var7=var5.add_subplot var8=var5.add_subplot var9=numpy.array var7.plot var8.plot var7.set_xlabel var7.set_ylabel var8.set_xlabel var8.set_ylabel matplotlib.pyplot.show 	var9=numpy.array var14=var15.fit var16=var14.predict matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var2.info 	var2.sort_values 
import_matplotlib.dates var11=matplotlib.dates.MonthLocator var12=matplotlib.dates.DateFormatter matplotlib.pyplot.show 	import_pandas 
seaborn.set var13=seaborn.factorplot 	seaborn.set var13=seaborn.factorplot 
seaborn.set var13=seaborn.factorplot 	seaborn.countplot 
var8=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show iloc matplotlib.pyplot.plot 	var8=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.plot var8=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.plot matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.show 
var8=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.plot var8=matplotlib.pyplot.figure matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title matplotlib.pyplot.plot matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.show 	var16=pandas.DataFrame var16=var16.sort_values index 
seaborn.set var28=pandas.DataFrame var28=var28.set_index var28.reset_index var30=var29.make_future_dataframe var31=var29.predict columns matplotlib.pyplot.figure var8=var29.plot var8=var29.plot_components 	import_warnings columns columns var38=numpy.array var39=numpy.array var40=numpy.array matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show var41=var48.fit var41=var48.fit 
var10.info 	import_math 
iloc columns var50.tail 	columns shape iloc iloc iloc var70=var69.median var77=var69.mean var79=numpy.full var80=numpy.full var81=var17.drop var2.plot matplotlib.pyplot.axvline matplotlib.pyplot.title matplotlib.pyplot.show var2.plot matplotlib.pyplot.axvline matplotlib.pyplot.title matplotlib.pyplot.show var2.plot matplotlib.pyplot.show 
var97=pandas.melt var97=var97.merge 	loc var97.head 
var0.head 	var3=var0.drop var3.head 
var7=var6.make_future_dataframe var7.tail 	var8=var6.predict 
var8=var6.predict 	var6.plot 
var1.tail 	import_matplotlib.dates var2=matplotlib.pyplot.figure var3=var2.add_subplot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
seaborn.countplot 	iloc iloc iloc iloc iloc iloc iloc iloc 
iloc 	matplotlib.pyplot.tight_layout iloc iloc var5.plot var6=matplotlib.pyplot.figure var7=var6.add_subplot var6=var7.get_figure 
matplotlib.pyplot.tight_layout iloc iloc var5.plot var6=matplotlib.pyplot.figure var7=var6.add_subplot var6=var7.get_figure 	iloc 
matplotlib.pyplot.tight_layout 	var11=pandas.concat var12=math.floor iloc iloc 
var29=pandas.Series var30=pandas.Series var31=pandas.Series var32=pandas.Series var33=numpy.linspace matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.axvline 	var7.plot var7.plot var7.plot var7.set_title matplotlib.pyplot.show 
var7.plot var7.plot var7.plot var7.set_title matplotlib.pyplot.show 	var41=pandas.Series var42=pandas.Series var42=var41.append_0 
var7.set_ylim var7.plot var7.set_title matplotlib.pyplot.show 	var8.fit var92=var8.make_future_dataframe var93=var8.predict var8.fit var92=var8.make_future_dataframe var93=var8.predict var8.fit var92=var8.make_future_dataframe var93=var8.predict 
var3.info 	var5=var4.unique 
matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.show 	shape var12.append_0 
seaborn.set_style matplotlib.pyplot.figure seaborn.barplot 	var1.describe 
var2.head 	matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 
matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 	var4=pandas.read_csv 
Image var3=matplotlib.image.imread matplotlib.pyplot.imshow matplotlib.pyplot.show 	Image var5=matplotlib.image.imread matplotlib.pyplot.imshow 
Image var5=matplotlib.image.imread matplotlib.pyplot.imshow 	matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var8.head 
matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	iloc 
var4=var4.rename var4=var4.sort_values var4.head 	iloc iloc 
var4=var3.fit_transform seaborn.distplot matplotlib.pyplot.title matplotlib.pyplot.show 	var5=pandas.DataFrame var5.reset_index 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.show 	var5=pandas.DataFrame var5.reset_index 
var5=pandas.DataFrame var5.reset_index 	seaborn.barplot 
matplotlib.pyplot.imshow 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.imshow 
matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.imshow 	shape shape var16=numpy.array var17=var16.argmax var15.append_0 
import_cv2 import_matplotlib.pyplot import_numpy import_pandas 	var0=pandas.read_csv 
shape shape 	matplotlib.pyplot.imshow 
matplotlib.pyplot.imshow 	matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis 
matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.axis 	var4.append_0 var4.append_1 var5.append_2 
matplotlib.pyplot.imshow 	shape shape var4=numpy.array var47=var4.reshape var48=var41.predict var46.append_0 
matplotlib.pyplot.imshow 	shape shape var4=numpy.array var47=var4.reshape var48=var41.predict var51=numpy.argmax var46.append_0 
var7=var3.copy 	var8=pandas.read_csv var9=pandas.read_csv var8.head 
matplotlib.pyplot.figure matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.imshow 
var11=plotly.graph_objs.Bar var12=plotly.graph_objs.Layout var14=plotly.graph_objs.Figure var10=pandas.DataFrame var10.head 	var11=plotly.graph_objs.Pie 
var11=plotly.graph_objs.Pie 	var10=pandas.DataFrame var10=var10.head var20=plotly.graph_objs.Pie var14=plotly.graph_objs.Figure 
var22=pandas.DataFrame var11=plotly.graph_objs.Pie 	var25=var24.fit_transform var26=pandas.DataFrame 
import_networkx import_random var38=networkx.Graph var38.clear matplotlib.pyplot.figure var40=networkx.spring_layout networkx.draw_networkx matplotlib.pyplot.show var38.add_node var38.add_node var38.add_edge 	import_nltk import_plotly.plotly import_cufflinks import_seaborn cufflinks.set_config_file 
matplotlib.pyplot.subplots_adjust 	import_networkx var48.reset_index var49.reset_index var52=pandas.concat var53=networkx.from_pandas_dataframe cm var40=networkx.spring_layout networkx.draw_networkx matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.savefig 
var1.head 	var59=var58.transform var59=var59.astype var60=var58.transform var60=var60.astype 
import_seaborn matplotlib.pyplot.figure seaborn.heatmap 	var11=pandas.read_json var12=var1.transform 
var4.head 	var5=pandas.DataFrame 
var12.head 	var5.update var6=var5.most_common var8=pandas.DataFrame var7.append_0 var9.append_1 
var33=pandas.DataFrame 	var34.fit 
var8.head 	var6.fit 
var7.append_0 var7.append_1 var2.append_2 var8.append_3 var8.append_4 var3.append_5 var3.append_6 var4.append_7 var4.append_8 	var12=numpy.array var13=numpy.array var14=numpy.array var15=numpy.zeros var13.append_0 var12.append_1 var14.append_2 var16.append_3 var16.append_4 var19=var18.split var19=var18.split var17.append_5 var17.append_6 var17.append_7 var17.append_8 var17.append_9 var17.append_10 
var20=numpy.split var20=numpy.reshape var21=numpy.split var21=numpy.reshape 	var37.compile var37.summary var27.append_0 var28.append_1 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var4.append_0 
var2=pandas.read_json var3=pandas.read_json 	var2.head 
var2.head 	import_string 
var21=numpy.array 	var22=numpy.log var23=numpy.log 
var2=pandas.read_json 	import_re 
var8.most_similar 	var8.most_similar 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title var4.append_0 
matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title var4.append_0 	cat 
var1.head 	seaborn.countplot seaborn.set 
seaborn.countplot seaborn.set 	var3=pandas.DataFrame var3.append_0 
var14.head 	var15=var8.predict 
var10=pandas.DataFrame var11=pandas.DataFrame var10.head 	var12.head 
seaborn.distplot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var8=numpy.sum 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var20=pandas.DataFrame var20=var20.append_0 
matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var28=var26.most_common var32.update var25.head var32.update 
seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.show 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var29.head 	var29.to_csv 
var4=pandas.concat var2.append_0 var3.append_1 	var6=var6.fit 
var9.add var9.add 	var10.append_0 var13=var9.index 
shape 	var3=numpy.array var6=var5.fit_transform var13=pandas.DataFrame var14=pandas.DataFrame var16=var15.fit var16=var15.fit 
var0.head 	shape 
var5.fit_on_texts var6=var5.texts_to_matrix 	var9.append_0 
var13=var5.texts_to_matrix 	var11.load_weights var15.append_0 
var8.head 	var10=var9.fit_transform 
import_numpy var7=numpy.zeros var1.append_0 var2.append_1 var9.append_2 	var10.add_dense var10.add_dense var10.add_dropout var10.add_dense var10.add_dense var10.add_dropout var10.add_dense var10.add_dense var10.compile var10.summary 
var1.head 	var13=var11.predict 
matplotlib.pyplot.figure matplotlib.pyplot.bar matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var7=var6.fit_transform 
var27.head 	var28=var25.predict var29=pandas.DataFrame var29.to_csv 
matplotlib.pyplot.plot matplotlib.pyplot.show 	var16=xgboost.train 
var3.add 	var5=var5.reset_index var5.rename var5.sort_values var5.head 
var12=pandas.DataFrame var13=pandas.DataFrame 	var14=pandas.concat var14=var14.drop var15=pandas.concat var15=var15.drop 
var11=matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.title matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var12=pandas.concat var2.drop 
var14=var13.fit_transform var2=pandas.DataFrame var2.head 	matplotlib.pyplot.figure var15.fit var15.poof 
seaborn.boxplot 	import_string 
var14=var14.toarray var15=var15.toarray 	var17.fit var18=var17.transform 
var0.head 	var1=pandas.read_json 
var0.head 	var11.fit var11.transform 
var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 	var16.reset_index var17.reset_index var20=pandas.concat var21=networkx.from_pandas_dataframe cm var25=networkx.spring_layout networkx.draw_networkx matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.savefig 
var16.reset_index var17.reset_index var20=pandas.concat var21=networkx.from_pandas_dataframe cm var25=networkx.spring_layout networkx.draw_networkx matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.savefig 	var27=pandas.concat var33=var32.fit_transform var27=pandas.DataFrame loc loc 
var9=var4.todense 	var10=var7.predict 
var5=plotly.graph_objs.Bar var6=plotly.graph_objs.Layout var8=plotly.graph_objs.Figure 	matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.axis matplotlib.pyplot.show 
ingredients 	ingredients 
var0.head 	var5.append_0 var4.add var6.append_1 var8.append_2 
seaborn.countplot 	var1=var1.set_index var0=var0.set_index var2.append_0 var3.add var4.append_1 
var17.head 	var27=var19.transform 
var2=var11.inverse_transform 	var18=pandas.DataFrame 
var3.head 	var6=pandas.concat var6.head 
var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 	var8=pandas.DataFrame var8=var8.head var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 
var8=pandas.DataFrame var8=var8.head var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 	var8=pandas.DataFrame var8=var8.head var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 
var8=pandas.DataFrame var8=var8.head var9=plotly.graph_objs.Bar var10=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure 	matplotlib.pyplot.figure matplotlib.pyplot.title var16=seaborn.distplot 
var12=var10.sequences_to_matrix var14=var10.sequences_to_matrix 	var16.add_dense var16.add_activation var16.add_dropout var16.add_dense var16.add_activation var16.add_dropout var16.add_dense var16.add_activation var16.add_dropout var16.add_dense var16.add_activation var16.compile 
var18=var10.texts_to_sequences 	var18=var10.sequences_to_matrix 
var18=var10.sequences_to_matrix 	var19=var16.predict_classes 
cat 	var1=pandas.read_json 
matplotlib.pyplot.hist matplotlib.pyplot.title 	seaborn.countplot matplotlib.pyplot.title 
seaborn.countplot matplotlib.pyplot.title 	var3=var2.fit_transform var4=pandas.DataFrame matplotlib.pyplot.title 
var3=var2.fit_transform var4=pandas.DataFrame matplotlib.pyplot.title 	var5.append_0 var7.append_1 var7.append_2 
matplotlib.pyplot.subplots_adjust 	import_networkx var21.reset_index var22.reset_index var25=pandas.concat var26=networkx.from_pandas_dataframe cm var30=networkx.spring_layout networkx.draw_networkx matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.savefig 
matplotlib.pyplot.figure matplotlib.pyplot.tick_params matplotlib.pyplot.title matplotlib.pyplot.barh matplotlib.pyplot.yticks var29=matplotlib.pyplot.gca var29.invert_yaxis 	var30=pandas.read_json var30.head 
var6.fit_on_texts var8=var6.texts_to_matrix var2.append_0 var3.append_1 var5.update var12.append_2 	var14.add_dense var14.add_dropout var14.add_dense var14.compile 
import_seaborn seaborn.heatmap 	var31=numpy.zeros var32=numpy.apply_along_axis var24=var14.predict 
seaborn.countplot matplotlib.pyplot.title 	seaborn.boxplot matplotlib.pyplot.title 
seaborn.boxplot matplotlib.pyplot.title 	var4=var3.most_common var5=pandas.DataFrame seaborn.barplot matplotlib.pyplot.title 
var0.info 	seaborn.barplot matplotlib.pyplot.xticks 
seaborn.barplot matplotlib.pyplot.xticks 	var4=pandas.DataFrame var4=var4.head 
var4=pandas.DataFrame var4=var4.head 	seaborn.barplot matplotlib.pyplot.xticks matplotlib.pyplot.show 
seaborn.barplot matplotlib.pyplot.xticks matplotlib.pyplot.show 	var9=var10.fit_transform 
var0.info 	import_re var0=var0.drop var1=var1.drop var5=var5.lower var5=var5.replace var5=var5.replace var7=var4.lemmatize var6.append_0 
import_matplotlib.pyplot var8=matplotlib.pyplot.figure matplotlib.pyplot.show 	var8=matplotlib.pyplot.figure matplotlib.pyplot.show 
var8=matplotlib.pyplot.figure matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.axis matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.axis matplotlib.pyplot.show 	var13=var12.fit_transform var14=var12.transform 
cuisine 	var5.append_0 
var12=pandas.get_dummies 	var8.toarray 
var8.toarray 	var14.fit var15=var14.transform 
var1.info 	var3.append_0 var4.append_1 
var9.inverse_transform 	var10=var0.copy var10.drop var11=var1.copy var11.drop 
var8.inverse_transform 	var9=var0.copy var9.drop var10=var1.copy var10.drop 
var0.info var1.info var2.info 	var3=pandas.DataFrame 
var8.plot 	matplotlib.pyplot.hist 
matplotlib.pyplot.hist 	loc var10.head 
loc var10.head 	loc var11.head 
loc var11.head 	loc var12.head 
loc var12.head 	loc var13.head 
loc var13.head 	var14.head 
var2.head 	var4=numpy.clip shape var6=numpy.sum var7=numpy.zeros 
var20.close var23=numpy.asarray 	var25=numpy.array var26=var25.sum var25.append_0 
matplotlib.pyplot.figure matplotlib.pyplot.box var21=matplotlib.pyplot.barh matplotlib.pyplot.xticks var15=matplotlib.pyplot.title var20.append_0 matplotlib.pyplot.text 	var24=var23.fit_transform 
var5.sort_values var5.plot 	import_numpy var6=numpy.unique 
import_numpy var6=numpy.unique 	var5.plot 
var5=pandas.DataFrame 	matplotlib.pyplot.figure seaborn.barplot 
matplotlib.pyplot.figure seaborn.barplot 	var3=pandas.DataFrame var3=var3.head matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.show 
var3=pandas.DataFrame var3=var3.head matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.show 	var3=pandas.DataFrame var3=var3.head matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.show 
var15=numpy.zeros 	var13.fit var23=var13.predict_proba var24=var13.score 
var3=pandas.DataFrame seaborn.barplot 	var3=pandas.DataFrame seaborn.barplot 
seaborn.countplot matplotlib.pyplot.title 	var6.append_0 
matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.tight_layout var6=var5.split 	var9=var8.fit_transform var10=var8.transform 
var2=var14.inverse_transform 	var22=pandas.DataFrame 
var11=pandas.DataFrame 	var12.append_0 
var3=var2.transform var4=var2.transform 	var6=var5.fit_transform 
import_matplotlib.pyplot var1.set_xlabel var1.set_ylabel 	var3=pandas.DataFrame var3=pandas.concat var3=var3.drop var3=var3.drop 
var1=var8.plot var1.set_xlabel var1.set_ylabel 	var3=var3.drop 
iloc var1=var9.plot var1.set_xlabel var1.set_ylabel 	var3.drop 
var5.set_index var5.plot 	var5.set_index var5.plot 
var0.info 	matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.figure seaborn.countplot 
var8=matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.axis matplotlib.pyplot.show 	matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.figure seaborn.boxplot 
matplotlib.pyplot.figure seaborn.boxplot matplotlib.pyplot.figure seaborn.boxplot 	matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.figure matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	var9.head 
var9.head 	seaborn.jointplot 
seaborn.jointplot 	matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.figure seaborn.barplot 
var10.head 	var11=seaborn.FacetGrid var11=var11.map 
var11=seaborn.FacetGrid var11=var11.map 	var11=seaborn.FacetGrid var11.map 
var11=seaborn.FacetGrid var11.map 	var12.sort_values 
var12.sort_values 	matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.figure seaborn.violinplot 
matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.figure seaborn.violinplot 	var9=var0.pivot_table var9.sort_values 
matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var5=matplotlib.pyplot.subplot matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.title var6=matplotlib.pyplot.subplot var7=pandas.cut matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.title matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
var5=matplotlib.pyplot.subplot matplotlib.pyplot.ylim matplotlib.pyplot.ylabel matplotlib.pyplot.yticks matplotlib.pyplot.xticks matplotlib.pyplot.title var6=matplotlib.pyplot.subplot matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.xlim matplotlib.pyplot.title matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	var10=pandas.DataFrame var10.insert str var10.drop var10.dropna var11.append_0 
matplotlib.pyplot.legend matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.grid matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
var1.reset_index 	var1=var1.reset_index var1.sort_values 
var1=var1.reset_index var1.sort_values 	var1.sort_values 
var1.sort_values 	var1.sort_index 
var1.sort_index 	var1.sort_values 
var1=var1.sort_values 	var0.head 
seaborn.jointplot 	seaborn.kdeplot 
seaborn.kdeplot 	seaborn.boxplot 
var4.head 	var5=var4.merge var5.head 
var4=pandas.Series 	loc var5=var5.apply var5=var5.value_counts 
