Masked	Next masked
import_numpy import_pandas 	import_cochlea import_numpy import_scipy import_pandas var3.append_0 var2=pandas.DataFrame var11=numpy.zeros var0.append_1 var0.remove var10=numpy.concatenate var2.append_2 var14=var13.astype numpy.savetxt var0.remove 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_plotly.graph_objs 	var0=pandas.read_csv 
import_numpy import_pandas import_os import_shutil import_glob import_random import_IPython import_numpy import_random import_itertools import_IPython.display import_matplotlib.pyplot import_scipy import_tensorflow 	var3=numpy.sqrt var3=numpy.sqrt var3=numpy.arange 
import_numpy import_pandas import_os 	import_pickle import_matplotlib.pyplot import_seaborn 
import_matplotlib.pyplot 	import_time 
import_time 	matplotlib.pyplot.figure matplotlib.pyplot.ylim matplotlib.pyplot.plot matplotlib.pyplot.show 
import_random import_tensorflow 	var30=numpy.array var30.append_0 var31.append_1 
import_numpy import_librosa.display import_tensorflow import_tensorflow.contrib.eager tensorflow.contrib.eager.enable_eager_execution import_matplotlib.pyplot 	var0=tensorflow.expand_dims var1=tensorflow.lin_space var4=tensorflow.maximum var10=tensorflow.concat var11=tensorflow.concat var12=tensorflow.concat var13=tensorflow.abs var14=tensorflow.where var15=tensorflow.tensordot var16=tensorflow.log var7.append_0 var8.append_1 var9.append_2 
var47=numpy.sort 	import_math var30=numpy.swapaxes x 
import_IPython.display IPython.display.Audio 	IPython.display.Audio 
import_numpy import_pandas import_os 	import_operator import_glob var4=var3.readline var3.close var9.write var10.close var9.close var11=var4.find var13=var12.split var11=var4.find var11=var4.find var9.write var9.write var9.write var9.write 
import_pandas 	var9=pandas.read_csv 
import_pandas import_numpy import_re import_inflect 	var2=pandas.read_csv 
import_pyLDAvis.gensim 	import_numpy import_pandas 
import_matplotlib.pyplot import_seaborn 	seaborn.countplot 
import_numpy import_pandas import_os 	import_pandas import_numpy import_os import_pickle import_gc import_xgboost import_numpy import_re import_pandas var6=pandas.read_csv var8=pandas.factorize var7=numpy.array var7=numpy.array var8=numpy.array var7.append_0 var11=numpy.zeros var14.append_1 var13.append_2 var14.append_3 var14.append_4 
import_seaborn 	seaborn.heatmap matplotlib.pyplot.show 
import_pandas import_numpy 	var3=var2.transform var4=var2.transform var3=var5.transform var4=var5.transform var3=var6.transform var4=var6.transform var3=var5.transform var4=var5.transform 
import_numpy import_pandas 	import_re import_string import_collections 
import_re import_string import_collections 	var0=pandas.read_csv var1=pandas.read_csv var1.head 
pandas.DataFrame 	pandas.DataFrame 
import_numpy import_pandas import_inflect import_re 	var1=var1.replace var1=var0.number_to_words var1=var0.number_to_words var1=var1.replace var1=var0.number_to_words 
import_pandas import_numpy import_re import_datetime import_calendar import_time import_scipy import_math import_seaborn import_matplotlib.pyplot import_os import_plotly.plotly import_plotly.graph_objs import_plotly 	var1=pandas.read_csv var2=pandas.read_csv var1.head 
import_numpy 	var4=numpy.zeros 
import_os import_pandas import_numpy import_random import_plotly.plotly import_seaborn 	var0=pandas.read_csv 
import_operator import_pandas import_numpy import_os import_pickle import_xgboost import_numpy import_re import_warnings 	var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_operator 	var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_os import_cv2 	import_os import_numpy import_cv2 var4=numpy.expand_dims var5=numpy.expand_dims 
import_os import_numpy import_cv2 import_pandas import_tensorflow import_gc import_time import_matplotlib.pyplot 	var6.to_csv var2.append_0 shape var7.append_1 var8.append_2 var9.append_3 var7.append_4 var8.append_5 var9.append_6 var7.append_7 var8.append_8 var9.append_9 var2.append_10 
import_numpy import_pandas import_gc import_os 	import_matplotlib.pyplot 
import_matplotlib.pyplot 	var0=numpy.load var1=numpy.load var2=numpy.load 
import_json 	var8.head 
import_os import_sys import_pandas import_numpy import_tensorflow 	var2=numpy.zeros var3.append_0 
import_tqdm import_numpy import_tensorflow 	import_pandas var84=numpy.int32 
import_numpy import_pandas import_matplotlib.pyplot import_cv2 import_tqdm import_tensorflow import_os import_sys import_seaborn pandas.set_option import_gc 	var10=pandas.DataFrame var11=pandas.DataFrame var12=pandas.read_csv var13=pandas.read_csv var10=var10.merge var11=var11.merge var11=var13.merge var10.head var5.append_0 var6.append_1 var7.append_2 var8.append_3 var9.append_4 
import_numpy import_pandas import_os 	import_os import_sys import_random import_warnings import_matplotlib.pyplot import_cv2 import_tensorflow 
import_os import_numpy import_pandas import_imageio import_torch import_tensorflow 	file_list var5=numpy.array var6=numpy.array 
import_numpy 	var10=numpy.zeros var11=numpy.zeros 
import_numpy import_pandas import_os import_shutil 	import_matplotlib.pyplot import_tensorflow 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn seaborn.set_style import_tensorflow import_gc 	var10=pandas.DataFrame var11=pandas.DataFrame var12=pandas.read_csv var13=pandas.read_csv var10=var10.merge var11=var11.merge var11=var13.merge var10.head var5.append_0 var6.append_1 var7.append_2 var8.append_3 var9.append_4 
import_matplotlib.pyplot import_matplotlib.image 	var4=numpy.array 
import_tensorflow 	var40.compile var40.summary 
import_os import_scipy.signal import_tensorflow import_numpy 	import_random random.seed var9=numpy.array var9=numpy.concatenate var9=numpy.reshape var10=numpy.array var10=var10.reshape 
import_numpy import_pydensecrf.densecrf import_matplotlib.pyplot import_pandas 	var2=numpy.zeros 
import_numpy import_pandas import_os 	import_numpy import_pydensecrf.densecrf import_matplotlib.pyplot import_pandas 
import_numpy import_pandas import_os 	import_os import_sys import_random import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set_style import_tensorflow 
import_os import_sys import_random import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set_style import_tensorflow 	var0=pandas.read_csv var1=pandas.read_csv var0=var0.join 
import_torch import_numpy import_random import_os import_glob import_warnings import_pandas import_matplotlib.pyplot import_cv2 import_torchvision import__pickle 	var0=numpy.histogram2d var2=numpy.expand_dims var3=numpy.expand_dims shape var6.append_0 var9.append_1 
import_numpy import_sys import_pandas import_matplotlib.pyplot import_os 	var0=numpy.concatenate var4=numpy.zeros 
import_os 	var3=pandas.read_csv var4=pandas.read_csv var3=var3.join iloc iloc iloc 
import_matplotlib.pyplot import_os import_json 	var37.head 
seaborn.set_style 	var50=numpy.load var51=numpy.load var52=numpy.load var53=numpy.load 
import_numpy import_pandas import_os 	import_sys import_random import_matplotlib.pyplot import_seaborn seaborn.set_style import_time import_tensorflow 
import_pandas import_os 	var0=pandas.read_csv 
import_numpy import_multiprocessing 	var1.append_0 var1.append_1 
import_numpy import_pandas import_os 	var2=numpy.zeros var3=numpy.concatenate 
import_os 	all_images 
import_torch import_matplotlib.pyplot import_torchvision 	matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy import_pandas import_os import_random import_matplotlib.pyplot 	import_tensorflow 
import_numpy import_pandas 	var1=pandas.read_csv var2=pandas.read_csv var1=var1.join var3=pandas.read_csv var4=var3.copy var4=var4.join 
import_numpy import_pandas import_keras.backend import_tensorflow import_matplotlib.pyplot import_gc 	var1=keras.backend.sum var4=keras.backend.flatten var5=keras.backend.cast var6=keras.backend.cast var4=keras.backend.flatten var6=keras.backend.flatten var11=tensorflow.where var12=tensorflow.where var14=keras.backend.batch_flatten var15=keras.backend.batch_flatten var16=keras.backend.sum var17=keras.backend.sum var21=tensorflow.boolean_mask var22=tensorflow.boolean_mask var23=keras.backend.mean var23=keras.backend.sum var24=keras.backend.sum shape var1=numpy.logical_and var2=numpy.logical_or var27=numpy.arange var26.append_0 var26.append_1 var26.append_2 var26.append_3 var28.append_4 
import_os import_sys import_random import_warnings import_pandas import_numpy import_matplotlib.pyplot import_os import_numpy import_imageio import_pandas import_torch import_cv2 import_pdb import_seaborn import_warnings 	var5=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot 	import_cv2 
import_os import_sys import_random import_warnings import_pandas import_numpy import_matplotlib.pyplot import_cv2 import_pdb import_seaborn import_os import_warnings 	var5=pandas.read_csv 
import_numpy import_pandas import_os import_gc import_matplotlib.pyplot 	var3=numpy.array var4=numpy.array var5=numpy.append_0 
import_os import_sys import_random import_pandas import_numpy import_matplotlib.pyplot import_warnings 	matplotlib.pyplot.figure matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var4=numpy.array var5=numpy.array matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.title 
import_os import_sys import_random import_warnings import_pandas import_numpy import_matplotlib.pyplot import_tensorflow import_warnings 	var7=pandas.read_csv 
import_os import_numpy import_pandas import_cv2 import_matplotlib.pylab 	var3=numpy.array var2.append_0 
import_os import_numpy import_imageio import_matplotlib.pyplot import_pandas import_torch 	file_list var5=numpy.array var6=numpy.array 
import_numpy import_pandas 	import_matplotlib.pyplot import_seaborn seaborn.set_style 
import_matplotlib.pyplot import_seaborn seaborn.set_style 	var1=pandas.read_csv var2=pandas.read_csv var1=var1.join 
import_numpy import_pandas import_os import_cv2 import_random import_matplotlib.pyplot import_tqdm 	import_keras.backend import_tensorflow 
import_numpy import_pandas import_random import_os import_matplotlib.pyplot 	import_tensorflow 
var51=numpy.zeros 	var53=var20.predict 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set_style import_keras.backend 	import_os 
import_json 	var2=pandas.read_csv var2.fillna var1.append_0 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set_style import_os 	var0=pandas.read_csv var1=pandas.read_csv var0=var0.join 
import_subprocess 	import_mrcnn.model 
import_mrcnn.model 	matplotlib.pyplot.figure matplotlib.pyplot.show var8=matplotlib.pyplot.imread var9=matplotlib.pyplot.imread matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.subplot matplotlib.pyplot.imshow 
import_json 	var6.head 
import_numpy import_pandas import_matplotlib.pylab 	var3=pandas.read_csv 
import_os import_sys import_random import_pandas import_numpy import_six import_matplotlib.pyplot import_seaborn seaborn.set_style import_cv2 import_tensorflow import_gc 	import_time 
var29=pandas.read_csv 	valid_idx var31=numpy.array 
var52=var52.transpose var52=var52.transpose var52=var52.transpose var52=var52.transpose var52=var52.transpose var52=var52.transpose var52=var52.transpose var52=var52.transpose 	var54=numpy.concatenate var58=numpy.array var54=numpy.concatenate var56.append_0 var57.append_1 var56.append_2 
import_numpy import_pandas import_os import_matplotlib.pyplot import_glob import_seaborn import_cv2 import_datetime import_pandas import_time import_warnings 	matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
import_numpy import_pandas import_glob import_random import_cv2 import_time import_os import_matplotlib.image import_matplotlib.pyplot 	var7=numpy.array var8=numpy.array var7=var7.transpose var7=var7.astype var8=keras.utils.to_categorical var9=var6.index var2.append_0 var3.append_1 var4.append_2 
import_pandas import_numpy import_matplotlib.pyplot import_glob import_random 	var2=numpy.array 
import_numpy import_pandas 	import_os import_cv2 import_random import_numpy import_pandas import_matplotlib.pyplot import_seaborn 
import_cv2 import_glob import_random import_numpy import_os 	var9=numpy.array var10=numpy.array var11=numpy.array var12=numpy.array var14=numpy.array var15=numpy.array var12=numpy.array 
import_numpy import_pandas 	import_os import_cv2 import_matplotlib.pyplot var3.append_0 
import_tensorflow import_numpy import_pandas import_os import_glob import_cv2 import_datetime import_pandas import_time import_warnings 	var0=tensorflow.read_file shape var12=numpy.zeros var13=var5.index var8.append_0 var9.append_1 var2.append_2 var3.append_3 var4.append_4 
import_numpy import_pandas 	import_matplotlib.image import_resource 
import_numpy import_pandas import_os import_xgboost 	var2.append_0 var3.append_1 
import_os import_time import_glob import_cv2 import_multiprocessing import_numpy import_pandas import_matplotlib.pyplot import_tensorflow 	var1.append_0 
import_os import_glob import_time import_numpy import_pandas import_datetime 	import_itertools import_numpy var8=numpy.mean c_ var16=numpy.arange var24=numpy.mean var25=numpy.argmax var27=numpy.swapaxes var28=var27.reshape var29=numpy.concatenate var10.append_0 var21.fit var22.fit var31=var21.predict_proba var32=var22.predict_proba var14.append_1 var19.append_2 var15.append_3 var15.append_4 var21.fit var22.fit var23.append_5 var23.append_6 var23.append_7 var23.append_8 
import_os import_numpy import_pandas import_cv2 import_matplotlib.pyplot 	var0.append_0 var0.append_1 
import_urllib.request import_numpy import_matplotlib.pyplot import_matplotlib.image 	matplotlib.pyplot.figure var30=matplotlib.image.imread matplotlib.pyplot.subplot matplotlib.pyplot.imshow var30=keras.preprocessing.load_img var4=keras.preprocessing.img_to_array var4=numpy.expand_dims matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy 	var1=numpy.array var2=keras.utils.to_categorical 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn 	matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
import_numpy import_pandas 	import_os import_glob import_cv2 import_datetime import_pandas import_time import_warnings 
import_os import_cv2 import_numpy 	var1=numpy.zeros 
import_numpy import_pandas import_tensorflow import_os 	var0.remove 
var1=pandas.DataFrame 	var4=pandas.DataFrame var1=var1.append_0 
import_os import_cv2 import_numpy 	var1=numpy.zeros var7=numpy.max var8=numpy.min 
import_numpy import_pandas 	import_os import_cv2 import_random import_matplotlib.pyplot import_seaborn 
import_numpy import_pandas 	import_glob import_cv2 import_skimage.measure import_multiprocessing import_random import_matplotlib.pyplot import_seaborn 
import_glob import_cv2 import_skimage.measure import_multiprocessing import_random import_matplotlib.pyplot import_seaborn 	matplotlib.pyplot.rc matplotlib.pyplot.suptitle 
import_numpy import_glob import_random import_matplotlib.pyplot import_os 	var2=numpy.array matplotlib.pyplot.show var5=numpy.mean var5=numpy.power 
import_numpy import_pandas 	import_numpy import_pandas import_os 
import_numpy import_matplotlib.pyplot import_pandas 	import_cv2 import_os 
import_numpy import_pandas 	import_pandas import_numpy import_glob import_cv2 import_skimage.measure import_multiprocessing import_random import_matplotlib.pyplot import_seaborn matplotlib.pyplot.rc matplotlib.pyplot.suptitle matplotlib.pyplot.suptitle 
import_numpy import_pandas 	import_os import_glob import_cv2 import_datetime import_time import_warnings 
import_matplotlib.pyplot 	var11=matplotlib.pyplot.figure var12=var11.add_subplot var13=var11.add_subplot var12.imshow var13.imshow 
import_warnings 	var1.head 
import_os import_sys import_numpy import_pandas import_re import_itertools import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_scipy.stats import_os 	var0=pandas.read_csv 
import_warnings import_sklearn.exceptions 	import_time 
import_sklearn.tree import_sklearn.linear_model import_sklearn.ensemble 	import_sklearn.compose import_sklearn.pipeline import_sklearn.preprocessing 
import_sklearn.compose import_sklearn.pipeline import_sklearn.preprocessing 	seaborn.countplot 
import_seaborn seaborn.set 	seaborn.countplot 
import_numpy import_pandas 	numpy.set_printoptions 
numpy.set_printoptions 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.copy var3=var1.copy 
import_numpy import_pandas import_pandas 	var0=pandas.read_csv var1=pandas.read_csv 
import_matplotlib.pyplot import_seaborn 	var0.head 
import_pandas import_matplotlib.pyplot import_seaborn import_re import_numpy seaborn.set 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_eli5 	var4.fit var6.fit 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_graphviz import_os import_sys import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.copy var3=var1.copy 
import_pandas import_matplotlib import_numpy import_seaborn import_warnings import_pylab 	var1=pandas.read_csv 
import_numpy import_scipy import_matplotlib.pyplot import_pandas 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_xgboost import_lightgbm import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_warnings 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_os import_re import_sklearn import_xgboost import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn import_warnings import_mpl_toolkits 
import_matplotlib.pyplot import_seaborn import_warnings import_mpl_toolkits 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv var0.info 
import_pandas import_numpy import_seaborn pandas.set_option 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set 
import_warnings import_math import_re import_numpy import_pandas import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab import_seaborn 
import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat var2.sample 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_xgboost 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_tensorflow import_matplotlib.pyplot import_time import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_matplotlib.pyplot import_seaborn seaborn.set 	var4=pandas.DataFrame var4.plot 
import_numpy 	var0.info 
import_pandas import_matplotlib.pyplot import_numpy import_seaborn seaborn.set import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.copy var3=var1.copy var0.head 
import_numpy import_pandas import_string 	var0=pandas.read_csv var1=pandas.read_csv 
import_warnings import_numpy import_pandas import_xgboost import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab import_seaborn seaborn.set_style 	var0=matplotlib.pyplot.figure var0.tight_layout matplotlib.pyplot.show var3=seaborn.FacetGrid var3.map var3.set var3.add_legend var3=seaborn.FacetGrid var3.map var3.add_legend var5=seaborn.diverging_palette var6=seaborn.heatmap var10=pandas.DataFrame var10.sort_values var11.fit var12=pandas.DataFrame var12=var12.sort_values var13=var0.add_subplot var13.set_title var13.set_xticklabels var13.set_yticklabels var7.append_0 var8.append_1 var9.append_2 
var8=seaborn.factorplot var8.despine var8=var8.set_ylabels 	var11=pandas.get_dummies 
import_numpy import_pandas import_seaborn seaborn.set_style import_warnings import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv cat 
import_seaborn import_numpy import_matplotlib.pyplot import_pandas import_os import_plotly.offline import_plotly.figure_factory import_plotly.graph_objs import_torch import_torch.nn import_torchvision.transforms import_torch.nn.functional import_xgboost 	var3=pandas.read_csv var3.drop var6=numpy.percentile var7=numpy.percentile var0.extend 
import_pandas import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_warnings 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot import_warnings 	var2=pandas.read_csv var3=pandas.read_csv var3.head 
import_numpy import_pandas import_seaborn import_os 	var1=pandas.read_csv var1.head 
import_numpy import_pandas import_os 	import_math import_numpy import_pandas import_tensorflow import_datetime 
import_math import_numpy import_pandas import_tensorflow import_datetime 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_numpy import_pandas import_re import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat 
import_numpy import_pandas import_sklearn import_sklearn.preprocessing import_seaborn import_matplotlib.pyplot import_tensorflow 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var3=var0.drop shape shape var3.head 
import_numpy import_pandas import_re import_sklearn import_xgboost import_seaborn import_matplotlib.pyplot import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_warnings import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy 	var0=pandas.read_csv var1=var0.copy var0.head 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn import_re var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var3.head 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var0=var0.set_index var1=var1.set_index var2=pandas.concat 
import_numpy import_pandas import_matplotlib.pyplot import_plotly.plotly import_plotly.graph_objs import_seaborn 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_re import_warnings import_matplotlib import_matplotlib.pyplot 	var0=pandas.read_csv 
import_pandas import_matplotlib.pyplot import_seaborn import_numpy import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.concat shape 
import_tensorflow import_numpy import_pandas import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.append_0 var2.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var0.describe 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set_style import_operator import_re 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot import_tensorflow 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var0.head 
import_numpy import_pandas import_random import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_re 	var0=pandas.read_csv var1=pandas.read_csv 
import_matplotlib.pyplot import_seaborn import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas 	import_re import_operator import_matplotlib.pyplot 
import_re import_operator import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_math import_re import_os import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_random import_sklearn.linear_model import_sklearn.svm import_sklearn.ensemble import_sklearn.neighbors import_sklearn.naive_bayes import_sklearn.tree import_sklearn.neural_network import_seaborn import_matplotlib.pyplot import_os import_tensorflow 	var2=pandas.read_csv var3=pandas.read_csv var2.info var3.info 
import_numpy import_pandas import_os import_seaborn seaborn.set import_xgboost import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_warnings import_math import_re import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var0.info var1.info 
import_numpy import_pandas import_os import_warnings import_matplotlib.pyplot import_seaborn seaborn.set import_re 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas 	import_warnings import_matplotlib 
import_warnings import_matplotlib 	var0=pandas.read_csv 
import_matplotlib.pyplot import_pandas import_numpy 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_numpy import_pandas import_os 	pandas.set_option import_warnings 
pandas.set_option import_warnings 	import_matplotlib.pyplot import_seaborn 
import_pandas import_xgboost import_numpy import_matplotlib.pyplot import_seaborn import_warnings import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var1.insert var2=pandas.concat 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.append_0 var2.info var2.head 
import_math import_tensorflow 	var25=tensorflow.placeholder var26=tensorflow.placeholder 
var66.to_csv 	var68=pandas.read_csv 
import_numpy import_pandas import_os import_re import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_multiprocessing import_numpy import_pandas 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_matplotlib.pyplot import_numpy import_matplotlib 	var0=pandas.read_csv 
import_matplotlib.pyplot import_seaborn import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=var0.append_0 
import_warnings 	import_numpy import_pandas import_os var0=pandas.read_csv var1=pandas.read_csv var2=pandas.Series var3=pandas.Series 
import_matplotlib.pyplot import_seaborn 	var69=seaborn.light_palette 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_time 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat var2.head 
import_numpy import_pandas import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.copy var3=var1.copy 
var24=pandas.DataFrame 	var24=pandas.DataFrame 
import_os import_re import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv shape iloc var0=var0.drop var1=var1.drop var5=var0.append_0 
import_pandas import_numpy import_re import_sklearn import_xgboost import_seaborn import_matplotlib.pyplot import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_sys import_pandas pandas.set_option import_numpy numpy.set_printoptions import_sklearn import_matplotlib.pyplot import_scipy import_random import_time import_warnings import_matplotlib import_matplotlib.pylab import_seaborn seaborn.set_style 	var0=pandas.read_csv var1=pandas.read_csv var0.describe 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.append_0 var0.head 
import_numpy import_pandas import_seaborn import_matplotlib import_matplotlib.pyplot import_matplotlib.pylab seaborn.set 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.copy var3=var1.copy var4=pandas.concat 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn import_random import_re 	var1=pandas.read_csv var2=pandas.read_csv 
import_warnings import_numpy import_pandas 	var0=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_matplotlib import_warnings import_numpy 	var0=pandas.read_csv 
import_warnings import_pandas import_matplotlib import_numpy 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn seaborn.set import_warnings 	import_warnings 
import_warnings 	matplotlib.pyplot.figure matplotlib.pyplot.title var2=seaborn.barplot 
import_numpy import_pandas import_os 	import_pandas var1=pandas.get_dummies var2=pandas.concat var3=var2.groupby var4=pandas.get_dummies var2=pandas.concat var5=pandas.get_dummies var2=pandas.concat var7=pandas.get_dummies var2=pandas.concat var2.drop import_pandas var9=pandas.get_dummies var2=pandas.concat var10=var2.groupby var11=pandas.get_dummies var2=pandas.concat var12=pandas.get_dummies var2=pandas.concat var13=pandas.get_dummies var2=pandas.concat var2.drop 
